K_value,1
0,0
1,3
2,0
3,0
4,1
5,0
6,0
7,0
8,2
9,2
10,2
11,0
12,2
13,3
14,3
15,4
16,2
17,3
18,5
19,5
20,5
21,5
22,11
23,6
24,5
25,11
26,7
27,10
28,2
29,1
30,0
Max Row,22
