K_value,1
0,0
1,2
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,2
10,1
11,0
12,2
13,1
14,2
15,8
16,2
17,1
18,3
19,11
20,7
21,7
22,9
23,13
24,4
25,7
26,6
27,7
28,2
29,2
30,0
Max Row,23
