tau=0.1,naive
0.980685072867109,0.002337859034117762
0.6035746366042657,2.8113039521548977e-05
0.11105446701499022,7.998185813651304e-08
0.6717350835291863,2.7607580637356577e-05
0.3548167075746568,0.01882030381536748
0.9703030659822717,1.0880076884434153e-05
0.6386148873396248,2.4627729010573418e-05
0.7309593050298071,1.771035279096722e-06
0.40885023214091976,0.0008456855618211856
0.23929682083293666,9.587423865475841e-06
0.7371311745780791,0.000859432468478416
0.4022050157301209,0.00012129421122020201
0.39342246688178073,0.00014789438123485876
0.44164877067346014,0.009825128073744027
0.027590975222681727,0.0002850400656564389
0.9185593656233169,4.641474434863291e-05
0.17709507926593523,0.0005885962416662949
0.6661079625438966,0.019274591498920524
0.14955466275463156,0.0008623346924999664
0.6740690496255104,0.0010458696402955159
0.6026938307027875,1.4468321746452517e-05
0.5706668433641426,0.0031010338187204
0.7146373478764044,2.0220694241235293e-07
0.5417023920220474,0.00024132606014748426
0.19723585024320678,4.1376282300387146e-07
0.044206744640120546,3.732142261902993e-07
0.6111247849511452,5.902513007804977e-05
0.09070495987480158,4.827657343220437e-05
0.11280876690098376,2.774287410911569e-08
0.0850437833890974,2.9721436534124734e-08
0.08538491268429997,0.0070911607683548095
0.3284788985205003,5.882479205909785e-05
0.5633995131897943,0.0007957857022472536
0.2764794965815077,0.006761007779570782
0.45275966443348825,0.0025730572606593727
0.9179504436355318,0.016332321234093672
0.2488115057923488,5.6927021798713895e-05
0.9993490240379262,6.554362804389591e-06
0.03877972498437894,0.004040662669258732
0.23729093102595458,0.0005490038223683325
0.41585465402336474,7.63846962330561e-05
0.7867693166555327,8.453503359984182e-06
0.6696061600857852,3.110965337671523e-06
0.8503555102293704,0.0006940923534677346
0.37634243392763356,5.715120383742445e-05
0.9340041768495329,2.3521145274818522e-06
0.7903746651538682,0.004891893226782851
0.893855927086524,2.7473758359097822e-05
0.09437889933709637,1.0419908964998115e-05
0.4766764986449516,6.41757337029869e-05
0.47668639943930985,0.001411697114068411
0.4831031895110682,3.7082495971674234e-06
0.5278089925802362,0.0001491298581459688
0.3516708458435639,0.001056784713673431
0.7895412493439922,1.2225843254443092e-05
0.8193129568972991,7.04802903211954e-05
0.943155116145206,0.0005541721627095875
0.6952295415269448,3.889096287712501e-05
0.016557807818341392,7.013398583000097e-07
0.9004945275886068,0.0001893060091521237
0.6362381718967162,0.00032452282569161994
0.7390948090868412,1.7822064831918283e-05
0.5555670936195312,4.3179269837434475e-07
0.06818332017861889,1.8687253539040327e-05
0.6912432789760979,0.003979536597873978
0.4745984098692676,0.0017647374425735496
0.040569063736912464,0.010243247098509767
0.8908929957085302,0.0013639420499491628
0.8468343553583951,2.8447479372140094e-07
0.7625293415482879,0.00023774662551978576
0.12219305081610518,1.0431009135780656e-05
0.8097819543821057,3.845722251760719e-08
0.6709331456362693,0.0003886883830235277
0.05501244217326572,3.080414948342103e-06
0.04883290985659933,0.0036541217513716973
0.07070183765840748,0.008050923669077115
0.1937819716362112,3.1927832553679814e-05
0.531345652968039,3.350668394297429e-06
0.5670152023886096,2.845572113407968e-05
0.6414902828205679,2.604371701631081e-07
0.06010038526627665,1.809970509747405e-05
0.37865786293223463,0.00046746414847742557
0.570520643280463,0.007088026510819634
0.5024502447054136,0.004530147362444836
0.8226791106695185,0.001911679446670922
0.10578411630424935,0.0020547396813859198
0.09165029167872066,0.007232400726661425
0.18174788594746097,0.01033131643157148
0.03258624325622284,1.967671519165215e-06
0.3849365254943308,0.0006555673038693977
0.051001687787267054,6.235091098982792e-07
0.5308014087997283,9.936656510112218e-05
0.5152190822784762,1.2144589209839296e-06
0.34341806682923215,3.038494390872337e-06
0.5840834423164899,3.2496492217926054e-05
0.4424123193489886,0.0003355356926374453
0.26983339944126983,7.4862456487245765e-06
0.3772790238656383,0.0007641517005951837
0.019329160305283383,0.0005164101443814184
0.6010562988685436,0.00014468296838587857
0.8430067687864319,4.497687894344793e-07
0.10029994210636214,0.0050220471437979475
0.3539853303333323,0.001995832641094375
0.3338020170651349,2.2181082703909283e-07
0.8139525467795455,7.452855469103348e-06
0.48665223300084187,0.00018837244527880603
0.24680052711044803,0.004709099644002679
0.04734186997140011,0.0021700674191003078
0.15435592137358653,0.014885198024685686
0.45198336360505054,0.0014130281856705729
0.6773658969200342,0.012784717414344282
0.048019218851621685,6.420084067348952e-05
0.7164850134820292,0.000510900438644657
0.48585400633646886,0.0030784974111331964
0.7822911510926045,0.0008117997214353023
0.4989899812225543,0.0001864136885216805
0.4251563392785737,2.0488999845857947e-05
0.7349662733792627,0.004277331501007953
0.16573145530353756,4.368147778488485e-06
0.07059124514725587,0.00380600345258697
0.17804977674145853,0.0030795231473937923
0.9156212136263534,0.005171416037993315
0.3270018991620677,8.714524990516281e-09
0.7923770951433421,0.015722814255788586
0.3568610106739974,1.3474777047051134e-05
0.9830348037360102,0.0014768816943067087
0.3079365924060809,5.509938717507268e-07
0.3287654353334696,7.230024076099184e-07
0.4818571966267306,1.7316082939533572e-05
0.9539648883230176,0.002154603242585096
0.7636566744315405,3.705707684298343e-05
0.43072170351692435,0.007693123062340601
0.8275069443597558,0.0003397576936798874
0.4755554656995932,0.0136551666130027
0.324304940109745,5.6196252536167e-05
0.6240877001641633,0.00017150986524872014
0.9704958669705227,4.645737328168309e-08
0.1619387947765674,1.0672812578160773e-07
0.6124890754476646,0.006572530669446075
0.43289967841458277,1.6104286949092383e-05
0.71215525162173,0.000519133332375965
0.012252808843826297,0.00018691589968278244
0.15102216257543216,0.00435505831334615
0.6164936363618916,0.0018900120993488034
0.8098202842891802,1.0078643080113636e-06
0.9566185112223251,1.5322989214916483e-05
0.21348753680182037,0.0016552511397258662
0.4565619439199159,6.0884029333907463e-05
0.6905981062819627,0.00044610854102589137
0.042782428931060705,0.00018641354341275562
0.9935276568533677,0.00038823084551597997
0.5402578492291523,0.006048005755350583
0.5923225958571793,0.002583459227748497
0.9977927297596029,3.2551733515351344e-06
0.4057854917211196,5.540679436744078e-05
0.0008386563625973044,0.0073971971100739164
0.12610742247070075,4.3281606134537576e-05
0.42610036916816413,4.0043210560503084e-05
0.7440260881102064,0.001769847044829187
0.5172003647543991,0.010361919450388335
0.09880370054322872,0.001892710622703464
0.5017613762533034,
0.5311782336532055,1.2492729256186053e-05
0.12883089855163596,0.002782752737647054
0.7529616095039089,4.9584643537770035e-06
0.9487661926283999,0.04389970063159543
0.9852095458584439,0.00010711426184151218
0.43983331729159003,0.00042617967589320127
0.051965191614552056,6.2245130190152764e-06
0.3104525462099203,0.0005312796511151019
0.9975270014813682,0.008295333794796633
0.9120596060363831,0.00024235795341698285
0.6111812674350305,0.0008950239020252271
0.12087093179648511,0.0002643858436629509
0.19246971844458377,8.370588759909481e-07
0.0446308047942347,0.013603578401173544
0.050501428255513084,0.002549267103669206
0.3800879800520977,0.001632202845094688
0.11213543356376769,7.444566299985578e-05
0.25773727417819464,0.00011921321305474741
0.9623731716262846,1.6953237282901767e-06
0.7053585736556448,0.002761183626814434
0.10745554806693376,1.4728198625912903e-05
0.919765193337596,0.00012053363402353412
0.2563409873777304,5.154972954246606e-05
0.5757112551570119,0.0016227133146667905
0.21819430212465787,0.005095515354000546
0.05182596541185906,1.0918877547005934e-05
0.4675975009323992,0.000262847098846386
0.4901340224016303,2.1827582793898515e-05
0.8032431958743369,0.018359537687806404
0.4112502604165147,0.000602336020740446
0.9006074719272246,0.00019975790210358113
0.8633434255788656,0.0001465489122810526
0.058057000990943436,1.9539456905914854e-05
0.7493726632671667,0.0010424499906324103
0.2094519641072253,1.4506600143349146e-08
0.34393011891079994,0.025198358623905848
0.6023260156955058,0.032244192671487704
0.5241627096218064,0.001314557537828942
0.5518966517119627,
0.8538072645315274,6.707002758732372e-07
0.6636149195507031,7.554667925124825e-06
0.3131256677156562,0.0004153253735600382
0.8147676874976314,0.0004838935570393721
0.9485654760161742,0.0001511076962212865
0.8534857905784783,0.001103166311309911
0.7282082380997671,8.686522956491416e-08
0.1563108442865134,0.012686827198077011
0.8756776983408999,1.953698515411162e-06
0.5975397793862307,0.0018513114530386288
0.9748612884122887,0.002431863501289766
0.02617489216224006,4.8002558943105456e-05
0.15839103663668697,0.00016173705940847327
0.6081708749165416,0.004452257579037777
0.5206782558632023,0.00620837118843609
0.9263084150065404,0.0004994026269244944
0.8660368393184089,0.00044733533369412104
0.19323496061115644,7.62742065130162e-06
0.8919803064707279,0.005112671818949699
0.405390565239566,4.782770290923111e-09
0.983856898163257,5.4855031075273786e-06
0.5324122055119701,0.00019912104478803094
0.28960158821096504,0.0004403451021717242
0.9982764266172005,3.5436815586376014e-06
0.9304570516659985,0.0010380036070610776
0.9274063015981218,2.0533833811064994e-07
0.37190696060048345,1.842753957348453e-05
0.4395724921913768,0.0006648477457751323
0.6730429168284535,5.705163135028002e-05
0.36572702546567915,0.003590247868402341
0.8453215185754184,1.2990496807141483e-06
0.7177597646840257,0.0004545364422033904
0.987842363155059,0.014513919788282315
0.13079531686179263,2.8606839119760252e-09
0.015433170659394948,0.0057207293759931055
0.9702357853330985,0.00048755046778936606
0.8375104125619187,0.005033801249948566
0.10492135571042217,0.012506762561150686
0.765879218094087,0.0003609974493884449
0.2817509147366279,4.385751496871482e-05
0.12868919244592808,6.80655338869407e-07
0.01552860245910965,1.9499295592639854e-05
0.14000663137088612,7.577770175493104e-05
0.5510141405641437,0.006391840701069351
0.5701343797905807,1.6932874184805158e-05
0.16717841400918493,9.434321063850337e-05
0.3961279569710787,0.003217392869641511
0.09999029544583682,2.0065820287573644e-06
0.07231714924238795,0.00015560440953321653
0.7505548959621986,1.7253081870949316e-06
0.038922602944732675,0.0010721230228054601
0.028103440730862475,0.005394876505935953
0.710313591136902,0.026949409563884807
0.06608343811857822,0.00018429714842294054
