tau=0.1,naive
0.4297499388172174,0.002217198485353733
0.8596990178920348,0.0015722672965027273
0.9507090409792662,5.360334317527915e-07
0.871530581327048,0.0006207520581519299
0.8954767583500783,0.0001258507887147431
0.32959147689807855,0.00012177361206189286
0.20994788789045088,0.008454356114309003
0.45144079992541336,0.0032121763060158903
0.24795528158478458,0.0006457789063816222
0.9011046301885003,5.035040647149991e-05
0.48304562047149147,0.0007025042702689666
0.29505556141523903,0.0006899511260296531
0.5748766392094782,1.1616173567374766e-05
0.8107076801168352,0.006684222843663434
0.0032367485417697747,2.828207614236078e-05
0.5609629153852203,0.00042638998319033394
0.3137261446063756,0.00303235521497347
0.41480852419037995,6.723557333554453e-06
0.9823729200611676,3.376997078641253e-07
0.2705608349221964,2.256629042407532e-06
0.49786919139642133,1.049355737536839e-05
0.7080968000849369,0.03690145130239397
0.910752228304942,7.02870343294304e-06
0.30249734377584847,0.0005241638363008283
0.3747180952063767,0.010350245098361022
0.557005065427505,4.389741094179556e-06
0.05931396836505859,0.000591372561823067
0.8461201856810475,2.5041724928120956e-06
0.9164722525296491,1.829962260591067e-05
0.9432350055745224,1.8239008560128056e-06
0.41960254993493346,0.0013728523361810074
0.4580613720842984,0.00016254949292604515
0.3359588956079971,1.8706208242180722e-05
0.13663208985494413,8.764400408756146e-07
0.3490782843166728,7.55954613449461e-05
0.9011900250239357,0.0026738323812224296
0.0725465366988524,0.071488707351267
0.4202423095649858,0.0003487225386011872
0.3402209368273542,5.956523722594476e-06
0.5579470412146132,7.655102976844574e-06
0.20458311004818458,0.003503522323384245
0.07169963375300342,1.2036498731937684e-05
0.6547868093113107,0.027959997884711374
0.5855474920644445,2.8506620802115634e-05
0.0019529227316543297,1.28998002169034e-07
0.7146573589830778,3.276574345767447e-05
0.2044807035790828,0.0008481659751788939
0.7679638300880641,1.3830278653648165e-05
0.46150689737984335,5.787540871438068e-05
0.8536687605745732,0.0009651212262630215
0.6835577772353171,7.7236019665472e-05
0.790693985249045,0.0014130523539928053
0.711220993893457,0.00170210927320269
0.750540851886682,1.0325293163804261e-06
0.4296329922058192,1.6677557462707604e-05
0.2962156414264309,0.004638490865905731
0.8480507246018008,0.001189598632640898
0.8633280683162694,0.004258012897733643
0.253553626161584,0.008037160404199328
0.11625783957972675,3.101033241303952e-08
0.9450230138382659,4.86261475529659e-10
0.4459665989962984,4.1795237826769416e-05
0.35018188130446926,0.015851090791070943
0.2052553100312085,2.6447536765283886e-05
0.5840656611623342,0.00033891489502058114
0.13499022664549207,0.00021055127575275723
0.026217476439856335,0.0004852992363397757
0.7430797836212263,0.009116261218329091
0.3862890820080183,2.5903380656333574e-05
0.3636318811234736,0.0006041957049032209
0.9531831711487415,8.02539127997548e-06
0.9921714829695227,2.866533268530702e-07
0.8603338423104949,0.009916285922469403
0.9244646564991214,0.006813913606097288
0.3170676488611802,4.488918207146142e-07
0.9914723677896428,1.464939280992894e-06
0.19530876618311402,1.866983045251125e-05
0.14114105386705308,0.0006094340097569928
0.7972957326525563,3.0320056535471096e-06
0.7561724473882966,7.117060175843015e-05
0.036157674214388244,4.840602359279522e-06
0.2981117218476642,0.0017807937254070705
0.1348810514758578,0.0001516946320592183
0.12927893493092396,0.00014742520462251996
0.9051409923884012,0.025591168227620864
0.8290071182077975,0.00012453994240457789
0.7815238154487195,0.0011822442216529172
0.43084340813726607,7.293291577892269e-06
0.18158942810312956,0.00981833093822626
0.8484377150190454,0.0044932299290723066
0.01260780448488763,3.619926607911772e-06
0.5391517478418764,9.303481209133047e-05
0.25989142928784287,0.00011641934220651962
0.5305284705183437,2.010758010528857e-05
0.26908899649363544,2.7775219844539123e-05
0.47184404915808464,3.5178618056685984e-05
0.14719824367402656,8.571404936152938e-06
0.2972254871572024,0.0012603617056682337
0.487520156887912,2.655900071468764e-05
0.27676026871456416,0.003996862426751235
0.17246471962897442,3.857771565018986e-05
0.7857327136018528,6.933608406012315e-05
0.6435453409484334,0.0008388583211337286
0.13170597973156706,3.513370584906639e-05
0.3069809046658034,7.552504529273474e-05
0.736547006645468,0.01929024601642526
0.06369336236319416,9.94924583473944e-05
0.11053638128235221,3.2390771408818964e-05
0.4825080074402924,2.449461505737993e-06
0.7138297023382935,0.0011823320843800111
0.8048210357247936,0.017973995927448083
0.28838062291463035,0.0027037527979094644
0.8804113194126775,0.0005337477569360427
0.22906434544231646,0.0052346804642579015
0.6279304796694316,2.2212733037152432e-05
0.9512541847116698,0.0001642732788106338
0.5505798580306551,0.004052150225201778
0.40276257515432035,0.045884217537770056
0.547565564145242,4.767956140128149e-05
0.84519500010955,5.016652530054344e-07
0.6599152115325854,0.007601789644560597
0.6504564289380419,1.0901108212779675e-06
0.7944598770121505,1.244447052073383e-06
0.36410905982855485,9.847359816461676e-09
0.22563077540465226,5.521175353406793e-05
0.5976454705116747,4.474757742611857e-05
0.06289017204204697,0.0006163903413877181
0.712561221245726,1.9216963322854497e-05
0.4617090155060579,0.01910815475397254
0.08457239676689315,0.004507794936156051
0.7791643338167191,0.0011215674419079447
0.6583517473717512,0.0005152956727234592
0.6216263503165268,0.0015275254941051752
0.004087144007363843,2.5885953547355456e-07
0.23662192479891753,5.2977286581268324e-05
0.691277210858177,8.596446206521335e-05
0.6294753990828037,0.0014065517379755477
0.812617506319887,2.2123032769050255e-06
0.5330310026555748,0.010208949105117271
0.4398140970783044,0.0069277956191752255
0.3405551913450932,3.374981801695931e-06
0.7880502647887346,0.00015296182246704593
0.12645162285903436,0.011248995815040352
0.3464313616875154,1.2348938531747677e-06
0.5491664384593999,0.00010803400042624922
0.7441767777121743,6.959173778686711e-06
0.001583578006700756,0.006540510921227649
0.2684145652747412,5.526811923672881e-07
0.8499133306945225,0.0007026847962328109
0.2896231843204682,0.002252635618717802
0.8970124859727447,2.1720826101190305e-05
0.011356116435927583,0.0007904510665873721
0.20291845189133806,0.005366456732306402
0.615880004087105,2.6750349023885178e-05
0.9478413491577853,0.009466313059686593
0.6219473151044113,4.259427053066034e-06
0.8084070788619516,0.0009101178782995323
0.7052072624859214,1.115454410838268e-06
0.6409267616270654,2.508090235719962e-05
0.2782923022136683,2.104256975399288e-05
0.5123330746429808,1.9843515242090604e-07
0.13469447664038864,0.0014469627619411174
0.28171881765133516,0.0002452613658093794
0.02389250201778552,0.00021839151060820683
0.1757551428050434,0.0006902862450596237
0.062864246458989,6.890009857651869e-06
0.3340913981114562,0.00010977031042691543
0.5895934917562061,0.010360359255185969
0.16428551646321188,0.00027116814410366175
0.11037343649499728,0.01483872457994806
0.8792709811357342,0.002383417501019669
0.5996048010064965,0.0028086241668136003
0.13389126877372665,5.386356648817703e-05
0.6263767997288608,1.6864498419755236e-05
0.04954236729483935,0.0008458554345970315
0.22586833426642777,0.00047807602136862304
0.4972472050394558,0.0004168751404205473
0.8795694449553254,0.0012468858253756876
0.09723201314861064,6.169878974393583e-08
0.7434475149083687,0.0013769667907805871
0.35612034811247917,2.294489107634856e-05
0.8924841893751692,0.0010969607082718102
0.5379604961492996,2.563467701444111e-07
0.5940342781113527,5.127619331035671e-05
0.16730534683334009,0.0039509075130022
0.8356905918012344,4.3625392236790184e-05
0.5221049024045843,0.0007093726998050887
0.2177192367742562,4.738988335084571e-08
0.06641190674138837,0.006623797381721808
0.7941735599677417,0.024806266767339435
0.789033455262477,0.018137756287136653
0.4441863916030469,0.00019082808646853078
0.06743797719753757,0.00012127117891658212
0.8194818425011768,0.00022318273503885155
0.5570716007584697,7.23712823438305e-05
0.511446507235776,9.53772988365742e-08
0.6072157760965491,1.5360978291023564e-05
0.04442523964862714,0.0030988634230278977
