tau=0.01,tau=0.05,tau=0.1,tau=0.5,tau=1,tau=5,naive
0.546472550512005,0.5485386564045438,0.10893064323223547,0.39900567491000627,0.14980510416263282,0.4626503509218932,0.00017394249320401567
0.09099617500357926,0.9965500245699348,0.8449706728682769,0.21290832045622068,0.604887532785092,0.19775864968901086,0.003649472180896951
0.839073586209102,0.5581098344893272,0.07582593122027814,0.8091847645508344,0.037691930862471704,0.0014092281641614436,3.617474095485296e-05
0.48754579749793536,0.18335890186969792,0.6852811747869111,0.133865179428344,0.5313401763873592,0.46259918105291514,0.00013782946941520713
0.8944794023285342,0.8153224546103199,0.1995953351815298,0.5530329787945227,0.5928955748328418,0.1452312875008564,0.0029091532683920285
0.030993558044711888,0.900668228886055,0.7342589644369534,0.32266991158646413,0.4324295771233066,0.10176814274574557,3.939379969963852e-05
0.8094566909019041,0.9895020333224389,0.28124214474793463,0.046234704525969034,0.04823999751363277,0.5656889399044773,0.006048788792822224
0.13885050859503978,0.9237950045056605,0.23167319912636086,0.45568480779652115,0.33999059969826634,0.873930057790841,0.00013317209270957697
0.8746749892476784,0.9489056252088528,0.8934054824815219,0.9539624813078033,0.49423242492371455,0.40956324481145756,0.0024559922969036307
0.15756611912087642,0.9691736609204105,0.44465336606335015,0.24602433036242705,0.969745241587189,0.031033051059940035,4.662206755745579e-05
0.3384602250939167,0.07363710988079394,0.44994145684795744,0.7285058009055319,0.6784701477179198,0.7810494298254959,2.208761843425222e-07
0.942860270603326,0.05272527798207912,0.6136700801705909,0.6879543834912993,0.7743079338201969,0.9746040880105271,0.001003757833804353
0.25082451296032865,0.30939209482099794,0.9097581254302036,0.0869974455557637,0.30906835037700175,0.9188851029156359,0.00039812630577951147
0.0035088373035083724,0.3714457341211695,0.8724634252398882,0.7957501092664728,0.5169047880724554,0.6390666858064955,2.4879264263644174e-05
0.33891806530333574,0.00209222120684006,0.4418718805708709,0.5992624801067014,0.760347757314616,0.6611491328350025,0.0016866222013228738
0.5414461283591411,0.40995753127019324,0.09069762018537872,0.4984035697639682,0.27419044341741433,0.6062432086913101,0.0006583999253950701
0.9626655678275006,0.4701702965581838,0.47998362922288357,0.3877284468231488,0.1557445419266672,0.9900550046403543,7.354576633344934e-05
0.7359808089946758,0.13226759257409446,0.9537729311295439,0.6260950684670379,0.1361207346579231,0.8951311720558607,0.001655263797895934
0.8839509991021148,0.4527170198934371,0.5843215625480318,0.4677816896961086,0.06946896049523837,0.8863794267480405,4.091921680271504e-06
0.06710831317084452,0.829032742401525,0.18566761835469067,0.8100217106468852,0.20520143804024477,0.7599108792901034,2.6138629244942813e-05
0.6618905034740545,0.3756629153634171,0.6230088230355272,0.21568814883876955,0.13198440027055403,0.4008076271920884,0.0009081813794417082
0.894705811685545,0.8486395050527815,0.8334057800701354,0.914840602882198,0.3348780997708516,0.49297373175264475,2.012989241173546e-05
0.5434593379137557,0.5175277175833997,0.020556355009432734,0.041628983580711376,0.05930469239209136,0.617756950596183,1.5450884257806052e-05
0.7629403753875563,0.6453930605985226,0.845052985788054,0.35165299086615937,0.27218828559171054,0.9199069636829748,1.9751024494807368e-05
0.6384442443992246,0.22340779444977085,0.5345132502723422,0.5727210294275049,0.23160803493529192,0.042194664586302444,0.00035659186527337017
0.967722133986675,0.16284274875856913,0.8385997229470904,0.06368673148712777,0.2799224125135284,0.832529532491813,2.672449530449761e-06
0.13317992768826697,0.0004537417287210338,0.07579538238725483,0.7488554411172436,0.12558432948234188,0.1434785154011014,0.002711120388739663
0.053575629383286236,0.01927925600479004,0.10431958063840194,0.3931230388207974,0.057352074486426444,0.21770453962805147,6.208298319909655e-05
0.3838943661579697,0.8961472717595408,0.3926600988778384,0.030320687062684964,0.22781407219496191,0.6915126566388151,2.4318023653768783e-05
0.3106742414439584,0.18821637894623908,0.76146541465064,0.06661963852862114,0.6677505858249643,0.5941355335063169,1.5982400425329502e-07
0.9452492167636579,0.18442416264694914,0.461266767497987,0.7491124640888097,0.7100864388257065,0.7367092478627814,0.00025798783992248
0.5255961307310224,0.686128453872163,0.9225645472915373,0.4111995112505391,0.1620220042268395,0.4421305811160366,0.023341184926660485
0.6703799282618335,0.8550449705713374,0.10120053657187068,0.8937518790779451,0.7636456258119582,0.1094263998668589,0.11349686479664789
0.08447938334266189,0.1680701681882862,0.03967479267953224,0.5024184663856165,0.6902087403079802,0.8851088071518562,5.2723670499021935e-05
0.1858254559896373,0.5099256849142173,0.35493489424464186,0.17965310861517092,0.8522106786483012,0.4802053582483807,1.5492807292627475e-06
0.9412596073020081,0.6170636715198079,0.9978446560497977,0.7481199186550895,0.5160105455888029,0.7451854343525243,2.3102258687179855e-06
0.4050481095955732,0.8483586190174783,0.8758475336876216,0.9990907368407272,0.9924689275023583,0.33743797095850336,3.3528704248109165e-05
0.1194298606214059,0.25950530706912467,0.4497055798022222,0.34826681408566795,0.6242778007775222,0.2801334346649661,0.0007889183232407948
0.8100388354472478,0.9465131004860379,0.5957899650240881,0.4828538372844269,0.20277590901281078,0.48325256547815415,0.00013138490796260616
0.9844870193969795,0.3110736042648583,0.8601382251158306,0.6482805965648247,0.15152234556938768,0.9236793199893141,4.231533539567067e-06
0.8363058559016636,0.27115513903766614,0.7651750276577641,0.11827586089446003,0.874496341246102,0.704728176114003,0.0004284881545650876
0.3103211368990573,0.9227403688837527,0.1905675933825856,0.9515525356219505,0.958248801737214,0.24891318186387718,0.00014538587335555242
