,Tau,Method,ARI
2441,0.025,Randomized,1.0
2442,0.05,Randomized,1.0
2443,0.1,Randomized,1.0
2444,0.25,Randomized,0.0
2445,0.5,Randomized,0.0
2446,1.0,Randomized,0.0
2447,5.0,Randomized,-0.019313304721030045
2448,0.0,Naive,1.0
2449,0.025,Randomized,1.0
2450,0.05,Randomized,1.0
2451,0.1,Randomized,1.0
2452,0.25,Randomized,1.0
2453,0.5,Randomized,0.0
2454,1.0,Randomized,0.0
2455,5.0,Randomized,0.21227197346600332
2456,0.0,Naive,1.0
2457,0.025,Randomized,1.0
2458,0.05,Randomized,1.0
2459,0.1,Randomized,1.0
2460,0.25,Randomized,1.0
2461,0.5,Randomized,0.0
2462,1.0,Randomized,0.0
2463,5.0,Randomized,-0.034858387799564274
2464,0.0,Naive,1.0
2465,0.025,Randomized,1.0
2466,0.05,Randomized,1.0
2467,0.1,Randomized,0.0
2468,0.25,Randomized,1.0
2469,0.5,Randomized,0.0
2470,1.0,Randomized,0.0
2471,5.0,Randomized,0.0
2472,0.0,Naive,0.7995558023320377
2473,0.025,Randomized,0.7995558023320377
2474,0.05,Randomized,0.7995558023320377
2475,0.1,Randomized,1.0
2476,0.25,Randomized,1.0
2477,0.5,Randomized,0.7995558023320377
2478,1.0,Randomized,0.06489994591671173
2479,5.0,Randomized,0.13071895424836602
2480,0.0,Naive,1.0
2481,0.025,Randomized,1.0
2482,0.05,Randomized,1.0
2483,0.1,Randomized,1.0
2484,0.25,Randomized,1.0
2485,0.5,Randomized,0.02145922746781116
2486,1.0,Randomized,0.13071895424836602
2487,5.0,Randomized,0.0526027397260274
2488,0.0,Naive,1.0
2489,0.025,Randomized,1.0
2490,0.05,Randomized,1.0
2491,0.1,Randomized,1.0
2492,0.25,Randomized,1.0
2493,0.5,Randomized,0.0
2494,1.0,Randomized,0.006535947712418301
2495,5.0,Randomized,-0.046255506607929514
2496,0.0,Naive,1.0
2497,0.025,Randomized,1.0
2498,0.05,Randomized,1.0
2499,0.1,Randomized,1.0
2500,0.25,Randomized,1.0
2501,0.5,Randomized,1.0
2502,1.0,Randomized,0.06489994591671173
2503,5.0,Randomized,-0.017306652244456464
2504,0.0,Naive,1.0
2505,0.025,Randomized,1.0
2506,0.05,Randomized,1.0
2507,0.1,Randomized,1.0
2508,0.25,Randomized,0.7995558023320377
2509,0.5,Randomized,1.0
2510,1.0,Randomized,0.46434494195688225
2511,5.0,Randomized,-0.04441976679622432
2512,0.0,Naive,1.0
2513,0.025,Randomized,1.0
2514,0.05,Randomized,1.0
2515,0.1,Randomized,1.0
2516,0.25,Randomized,1.0
2517,0.5,Randomized,0.0
2518,1.0,Randomized,0.0
2519,5.0,Randomized,-0.019313304721030045
2520,0.0,Naive,1.0
2521,0.025,Randomized,1.0
2522,0.05,Randomized,1.0
2523,0.1,Randomized,1.0
2524,0.25,Randomized,1.0
2525,0.5,Randomized,0.13071895424836602
2526,1.0,Randomized,0.06489994591671173
2527,5.0,Randomized,0.03997779011660189
2528,0.0,Naive,0.7995558023320377
2529,0.025,Randomized,0.7995558023320377
2530,0.05,Randomized,0.7995558023320377
2531,0.1,Randomized,0.7995558023320377
2532,0.25,Randomized,1.0
2533,0.5,Randomized,0.2191780821917808
2534,1.0,Randomized,-0.034858387799564274
2535,5.0,Randomized,0.006535947712418301
2536,0.0,Naive,1.0
2537,0.025,Randomized,1.0
2538,0.05,Randomized,1.0
2539,0.1,Randomized,1.0
2540,0.25,Randomized,1.0
2541,0.5,Randomized,-0.013333333333333334
2542,1.0,Randomized,0.2191780821917808
2543,5.0,Randomized,0.0526027397260274
2544,0.0,Naive,1.0
2545,0.025,Randomized,1.0
2546,0.05,Randomized,1.0
2547,0.1,Randomized,0.7995558023320377
2548,0.25,Randomized,0.0
2549,0.5,Randomized,0.02145922746781116
2550,1.0,Randomized,0.02145922746781116
2551,5.0,Randomized,-0.017306652244456464
2552,0.0,Naive,1.0
2553,0.025,Randomized,0.0
2554,0.05,Randomized,0.0
2555,0.1,Randomized,0.0
2556,0.25,Randomized,0.0
2557,0.5,Randomized,0.0
2558,1.0,Randomized,0.02145922746781116
2559,5.0,Randomized,0.0
2560,0.0,Naive,1.0
2561,0.025,Randomized,1.0
2562,0.05,Randomized,1.0
2563,0.1,Randomized,1.0
2564,0.25,Randomized,0.0
2565,0.5,Randomized,0.0
2566,1.0,Randomized,0.0
2567,5.0,Randomized,0.0
2568,0.0,Naive,1.0
2569,0.025,Randomized,1.0
2570,0.05,Randomized,1.0
2571,0.1,Randomized,1.0
2572,0.25,Randomized,0.0
2573,0.5,Randomized,0.02145922746781116
2574,1.0,Randomized,0.0
2575,5.0,Randomized,0.3259423503325942
2576,0.0,Naive,1.0
2577,0.025,Randomized,1.0
2578,0.05,Randomized,1.0
2579,0.1,Randomized,0.06489994591671173
2580,0.25,Randomized,0.02145922746781116
2581,0.5,Randomized,0.02145922746781116
2582,1.0,Randomized,-0.03980099502487562
2583,5.0,Randomized,-0.013333333333333334
2584,0.0,Naive,1.0
2585,0.025,Randomized,1.0
2586,0.05,Randomized,1.0
2587,0.1,Randomized,1.0
2588,0.25,Randomized,0.0
2589,0.5,Randomized,0.0
2590,1.0,Randomized,0.02145922746781116
2591,5.0,Randomized,-0.05321507760532151
2592,0.0,Naive,1.0
2593,0.025,Randomized,1.0
2594,0.05,Randomized,1.0
2595,0.1,Randomized,1.0
2596,0.25,Randomized,0.7995558023320377
2597,0.5,Randomized,-0.017306652244456464
2598,1.0,Randomized,0.13071895424836602
2599,5.0,Randomized,-0.017306652244456464
2600,0.0,Naive,1.0
2601,0.025,Randomized,1.0
2602,0.05,Randomized,1.0
2603,0.1,Randomized,1.0
2604,0.25,Randomized,0.7995558023320377
2605,0.5,Randomized,0.46434494195688225
2606,1.0,Randomized,-0.03980099502487562
2607,5.0,Randomized,-0.046255506607929514
2608,0.0,Naive,1.0
2609,0.025,Randomized,1.0
2610,0.05,Randomized,1.0
2611,0.1,Randomized,1.0
2612,0.25,Randomized,0.02145922746781116
2613,0.5,Randomized,0.0
2614,1.0,Randomized,0.006535947712418301
2615,5.0,Randomized,0.1211453744493392
2616,0.0,Naive,1.0
2617,0.025,Randomized,1.0
2618,0.05,Randomized,1.0
2619,0.1,Randomized,1.0
2620,0.25,Randomized,0.0
2621,0.5,Randomized,0.0
2622,1.0,Randomized,0.0
2623,5.0,Randomized,0.3259423503325942
2624,0.0,Naive,1.0
2625,0.025,Randomized,1.0
2626,0.05,Randomized,1.0
2627,0.1,Randomized,0.6208425720620843
2628,0.25,Randomized,0.02145922746781116
2629,0.5,Randomized,0.0
2630,1.0,Randomized,-0.034858387799564274
2631,5.0,Randomized,0.2087729039422543
2632,0.0,Naive,0.6208425720620843
2633,0.025,Randomized,0.6208425720620843
2634,0.05,Randomized,0.0
2635,0.1,Randomized,0.02145922746781116
2636,0.25,Randomized,0.7995558023320377
2637,0.5,Randomized,0.0
2638,1.0,Randomized,-0.046255506607929514
2639,5.0,Randomized,-0.046255506607929514
2640,0.0,Naive,1.0
2641,0.025,Randomized,1.0
2642,0.05,Randomized,1.0
2643,0.1,Randomized,1.0
2644,0.25,Randomized,1.0
2645,0.5,Randomized,0.0
2646,1.0,Randomized,0.0
2647,5.0,Randomized,-0.03980099502487562
2648,0.0,Naive,1.0
2649,0.025,Randomized,1.0
2650,0.05,Randomized,1.0
2651,0.1,Randomized,1.0
2652,0.25,Randomized,1.0
2653,0.5,Randomized,0.02145922746781116
2654,1.0,Randomized,0.02145922746781116
2655,5.0,Randomized,-0.019313304721030045
2656,0.0,Naive,1.0
2657,0.025,Randomized,1.0
2658,0.05,Randomized,1.0
2659,0.1,Randomized,1.0
2660,0.25,Randomized,1.0
2661,0.5,Randomized,-0.019313304721030045
2662,1.0,Randomized,0.4619655746807329
2663,5.0,Randomized,-0.05321507760532151
2664,0.0,Naive,1.0
2665,0.025,Randomized,1.0
2666,0.05,Randomized,0.0
2667,0.1,Randomized,0.0
2668,0.25,Randomized,0.0
2669,0.5,Randomized,0.0
2670,1.0,Randomized,0.0
2671,5.0,Randomized,0.0
2672,0.0,Naive,1.0
2673,0.025,Randomized,1.0
2674,0.05,Randomized,1.0
2675,0.1,Randomized,1.0
2676,0.25,Randomized,0.0
2677,0.5,Randomized,0.0
2678,1.0,Randomized,0.0
2679,5.0,Randomized,0.2191780821917808
2680,0.0,Naive,1.0
2681,0.025,Randomized,1.0
2682,0.05,Randomized,1.0
2683,0.1,Randomized,1.0
2684,0.25,Randomized,1.0
2685,0.5,Randomized,0.0
2686,1.0,Randomized,0.0
2687,5.0,Randomized,0.7995558023320377
2688,0.0,Naive,1.0
2689,0.025,Randomized,1.0
2690,0.05,Randomized,1.0
2691,0.1,Randomized,1.0
2692,0.25,Randomized,1.0
2693,0.5,Randomized,0.46434494195688225
2694,1.0,Randomized,-0.013333333333333334
2695,5.0,Randomized,0.11529933481152993
2696,0.0,Naive,1.0
2697,0.025,Randomized,1.0
2698,0.05,Randomized,1.0
2699,0.1,Randomized,0.7995558023320377
2700,0.25,Randomized,0.7995558023320377
2701,0.5,Randomized,1.0
2702,1.0,Randomized,0.13071895424836602
2703,5.0,Randomized,0.0526027397260274
2704,0.0,Naive,1.0
2705,0.025,Randomized,1.0
2706,0.05,Randomized,1.0
2707,0.1,Randomized,1.0
2708,0.25,Randomized,0.0
2709,0.5,Randomized,1.0
2710,1.0,Randomized,0.02145922746781116
2711,5.0,Randomized,-0.030684931506849315
2712,0.0,Naive,1.0
2713,0.025,Randomized,1.0
2714,0.05,Randomized,1.0
2715,0.1,Randomized,1.0
2716,0.25,Randomized,1.0
2717,0.5,Randomized,0.0
2718,1.0,Randomized,-0.046255506607929514
2719,5.0,Randomized,-0.011086474501108648
2720,0.0,Naive,1.0
2721,0.025,Randomized,1.0
2722,0.05,Randomized,1.0
2723,0.1,Randomized,1.0
2724,0.25,Randomized,1.0
2725,0.5,Randomized,0.0
2726,1.0,Randomized,0.7995558023320377
2727,5.0,Randomized,-0.011086474501108648
2728,0.0,Naive,1.0
2729,0.025,Randomized,1.0
2730,0.05,Randomized,1.0
2731,0.1,Randomized,1.0
2732,0.25,Randomized,0.0
2733,0.5,Randomized,1.0
2734,1.0,Randomized,0.0
2735,5.0,Randomized,-0.004405286343612335
2736,0.0,Naive,1.0
2737,0.025,Randomized,1.0
2738,0.05,Randomized,1.0
2739,0.1,Randomized,1.0
2740,0.25,Randomized,1.0
2741,0.5,Randomized,0.3244444444444444
2742,1.0,Randomized,0.2191780821917808
2743,5.0,Randomized,0.03997779011660189
2744,0.0,Naive,0.02145922746781116
2745,0.025,Randomized,0.02145922746781116
2746,0.05,Randomized,1.0
2747,0.1,Randomized,0.02145922746781116
2748,0.25,Randomized,0.0
2749,0.5,Randomized,0.0
2750,1.0,Randomized,0.0
2751,5.0,Randomized,-0.04441976679622432
2752,0.0,Naive,1.0
2753,0.025,Randomized,1.0
2754,0.05,Randomized,1.0
2755,0.1,Randomized,0.0
2756,0.25,Randomized,0.6208425720620843
2757,0.5,Randomized,0.13071895424836602
2758,1.0,Randomized,0.06489994591671173
2759,5.0,Randomized,-0.030684931506849315
2760,0.0,Naive,1.0
2761,0.025,Randomized,1.0
2762,0.05,Randomized,1.0
2763,0.1,Randomized,1.0
2764,0.25,Randomized,1.0
2765,0.5,Randomized,0.0
2766,1.0,Randomized,0.2191780821917808
2767,5.0,Randomized,0.0
2768,0.0,Naive,1.0
2769,0.025,Randomized,1.0
2770,0.05,Randomized,1.0
2771,0.1,Randomized,1.0
2772,0.25,Randomized,0.0
2773,0.5,Randomized,0.0
2774,1.0,Randomized,0.0
2775,5.0,Randomized,0.0
2776,0.0,Naive,1.0
2777,0.025,Randomized,1.0
2778,0.05,Randomized,1.0
2779,0.1,Randomized,1.0
2780,0.25,Randomized,1.0
2781,0.5,Randomized,0.0
2782,1.0,Randomized,0.02145922746781116
2783,5.0,Randomized,0.13071895424836602
2784,0.0,Naive,1.0
2785,0.025,Randomized,1.0
2786,0.05,Randomized,1.0
2787,0.1,Randomized,0.7995558023320377
2788,0.25,Randomized,0.6208425720620843
2789,0.5,Randomized,1.0
2790,1.0,Randomized,-0.017306652244456464
2791,5.0,Randomized,-0.004405286343612335
2792,0.0,Naive,1.0
2793,0.025,Randomized,1.0
2794,0.05,Randomized,1.0
2795,0.1,Randomized,1.0
2796,0.25,Randomized,1.0
2797,0.5,Randomized,0.0
2798,1.0,Randomized,0.0
2799,5.0,Randomized,0.0
2800,0.0,Naive,1.0
2801,0.025,Randomized,1.0
2802,0.05,Randomized,1.0
2803,0.1,Randomized,0.0
2804,0.25,Randomized,0.0
2805,0.5,Randomized,0.0
2806,1.0,Randomized,0.0
2807,5.0,Randomized,0.0
2808,0.0,Naive,1.0
2809,0.025,Randomized,1.0
2810,0.05,Randomized,1.0
2811,0.1,Randomized,1.0
2812,0.25,Randomized,1.0
2813,0.5,Randomized,0.6208425720620843
2814,1.0,Randomized,-0.019313304721030045
2815,5.0,Randomized,0.02145922746781116
2816,0.0,Naive,1.0
2817,0.025,Randomized,1.0
2818,0.05,Randomized,1.0
2819,0.1,Randomized,1.0
2820,0.25,Randomized,0.0
2821,0.5,Randomized,0.0
2822,1.0,Randomized,0.0
2823,5.0,Randomized,0.0
2824,0.0,Naive,1.0
2825,0.025,Randomized,1.0
2826,0.05,Randomized,1.0
2827,0.1,Randomized,1.0
2828,0.25,Randomized,1.0
2829,0.5,Randomized,0.6208425720620843
2830,1.0,Randomized,0.1211453744493392
2831,5.0,Randomized,-0.004405286343612335
2832,0.0,Naive,1.0
2833,0.025,Randomized,1.0
2834,0.05,Randomized,1.0
2835,0.1,Randomized,1.0
2836,0.25,Randomized,0.6208425720620843
2837,0.5,Randomized,0.02145922746781116
2838,1.0,Randomized,0.006535947712418301
2839,5.0,Randomized,0.006535947712418301
2840,0.0,Naive,1.0
2841,0.025,Randomized,1.0
2842,0.05,Randomized,1.0
2843,0.1,Randomized,1.0
2844,0.25,Randomized,1.0
2845,0.5,Randomized,0.0
2846,1.0,Randomized,0.0
2847,5.0,Randomized,0.02145922746781116
2848,0.0,Naive,1.0
2849,0.025,Randomized,1.0
2850,0.05,Randomized,1.0
2851,0.1,Randomized,1.0
2852,0.25,Randomized,0.0
2853,0.5,Randomized,0.02145922746781116
2854,1.0,Randomized,-0.019313304721030045
2855,5.0,Randomized,0.13071895424836602
2856,0.0,Naive,0.7995558023320377
2857,0.025,Randomized,0.7995558023320377
2858,0.05,Randomized,0.7995558023320377
2859,0.1,Randomized,0.0
2860,0.25,Randomized,0.0
2861,0.5,Randomized,0.0
2862,1.0,Randomized,0.06489994591671173
2863,5.0,Randomized,0.06489994591671173
2864,0.0,Naive,1.0
2865,0.025,Randomized,1.0
2866,0.05,Randomized,1.0
2867,0.1,Randomized,1.0
2868,0.25,Randomized,0.0
2869,0.5,Randomized,0.0
2870,1.0,Randomized,0.0
2871,5.0,Randomized,0.0
2872,0.0,Naive,1.0
2873,0.025,Randomized,1.0
2874,0.05,Randomized,1.0
2875,0.1,Randomized,0.7995558023320377
2876,0.25,Randomized,0.06489994591671173
2877,0.5,Randomized,0.0
2878,1.0,Randomized,0.006535947712418301
2879,5.0,Randomized,0.02145922746781116
2880,0.0,Naive,1.0
2881,0.025,Randomized,0.0
2882,0.05,Randomized,0.0
2883,0.1,Randomized,0.0
2884,0.25,Randomized,0.06489994591671173
2885,0.5,Randomized,0.02145922746781116
2886,1.0,Randomized,0.13071895424836602
2887,5.0,Randomized,-0.04441976679622432
2888,0.0,Naive,1.0
2889,0.025,Randomized,1.0
2890,0.05,Randomized,1.0
2891,0.1,Randomized,0.7995558023320377
2892,0.25,Randomized,0.0
2893,0.5,Randomized,0.0
2894,1.0,Randomized,-0.04441976679622432
2895,5.0,Randomized,-0.04441976679622432
2896,0.0,Naive,1.0
2897,0.025,Randomized,0.7995558023320377
2898,0.05,Randomized,0.7995558023320377
2899,0.1,Randomized,0.0
2900,0.25,Randomized,0.0
2901,0.5,Randomized,0.0
2902,1.0,Randomized,0.0
2903,5.0,Randomized,0.0
2904,0.0,Naive,1.0
2905,0.025,Randomized,1.0
2906,0.05,Randomized,1.0
2907,0.1,Randomized,1.0
2908,0.25,Randomized,1.0
2909,0.5,Randomized,0.7995558023320377
2910,1.0,Randomized,-0.017306652244456464
2911,5.0,Randomized,0.11333333333333333
2912,0.0,Naive,1.0
2913,0.025,Randomized,1.0
2914,0.05,Randomized,1.0
2915,0.1,Randomized,1.0
2916,0.25,Randomized,0.46434494195688225
2917,0.5,Randomized,0.7995558023320377
2918,1.0,Randomized,0.3244444444444444
2919,5.0,Randomized,-0.03980099502487562
2920,0.0,Naive,1.0
2921,0.025,Randomized,1.0
2922,0.05,Randomized,1.0
2923,0.1,Randomized,1.0
2924,0.25,Randomized,0.02145922746781116
2925,0.5,Randomized,1.0
2926,1.0,Randomized,0.13071895424836602
2927,5.0,Randomized,-0.034858387799564274
2928,0.0,Naive,1.0
2929,0.025,Randomized,1.0
2930,0.05,Randomized,1.0
2931,0.1,Randomized,1.0
2932,0.25,Randomized,1.0
2933,0.5,Randomized,0.02145922746781116
2934,1.0,Randomized,-0.011086474501108648
2935,5.0,Randomized,-0.04441976679622432
2936,0.0,Naive,1.0
2937,0.025,Randomized,1.0
2938,0.05,Randomized,1.0
2939,0.1,Randomized,1.0
2940,0.25,Randomized,1.0
2941,0.5,Randomized,-0.011086474501108648
2942,1.0,Randomized,0.4619655746807329
2943,5.0,Randomized,-0.013333333333333334
2944,0.0,Naive,1.0
2945,0.025,Randomized,1.0
2946,0.05,Randomized,1.0
2947,0.1,Randomized,1.0
2948,0.25,Randomized,0.06489994591671173
2949,0.5,Randomized,0.02145922746781116
2950,1.0,Randomized,0.0
2951,5.0,Randomized,0.0526027397260274
2952,0.0,Naive,1.0
2953,0.025,Randomized,1.0
2954,0.05,Randomized,1.0
2955,0.1,Randomized,1.0
2956,0.25,Randomized,0.0
2957,0.5,Randomized,-0.04441976679622432
2958,1.0,Randomized,0.02145922746781116
2959,5.0,Randomized,-0.04441976679622432
2960,0.0,Naive,1.0
2961,0.025,Randomized,1.0
2962,0.05,Randomized,1.0
2963,0.1,Randomized,1.0
2964,0.25,Randomized,1.0
2965,0.5,Randomized,0.02145922746781116
2966,1.0,Randomized,0.02145922746781116
2967,5.0,Randomized,-0.03980099502487562
2968,0.0,Naive,0.7995558023320377
2969,0.025,Randomized,0.7995558023320377
2970,0.05,Randomized,0.7995558023320377
2971,0.1,Randomized,0.7995558023320377
2972,0.25,Randomized,0.7995558023320377
2973,0.5,Randomized,-0.011086474501108648
2974,1.0,Randomized,0.06489994591671173
2975,5.0,Randomized,-0.011086474501108648
2976,0.0,Naive,1.0
2977,0.025,Randomized,1.0
2978,0.05,Randomized,1.0
2979,0.1,Randomized,1.0
2980,0.25,Randomized,0.02145922746781116
2981,0.5,Randomized,0.0
2982,1.0,Randomized,0.0
2983,5.0,Randomized,0.0
2984,0.0,Naive,1.0
2985,0.025,Randomized,1.0
2986,0.05,Randomized,1.0
2987,0.1,Randomized,1.0
2988,0.25,Randomized,1.0
2989,0.5,Randomized,0.0
2990,1.0,Randomized,0.0
2991,5.0,Randomized,0.0
2992,0.0,Naive,1.0
2993,0.025,Randomized,1.0
2994,0.05,Randomized,1.0
2995,0.1,Randomized,1.0
2996,0.25,Randomized,1.0
2997,0.5,Randomized,0.2191780821917808
2998,1.0,Randomized,0.02145922746781116
2999,5.0,Randomized,0.02145922746781116
3000,0.0,Naive,1.0
3001,0.025,Randomized,1.0
3002,0.05,Randomized,1.0
3003,0.1,Randomized,0.0
3004,0.25,Randomized,0.0
3005,0.5,Randomized,0.0
3006,1.0,Randomized,0.0
3007,5.0,Randomized,0.0
3008,0.0,Naive,0.0
3009,0.025,Randomized,0.0
3010,0.05,Randomized,0.0
3011,0.1,Randomized,0.0
3012,0.25,Randomized,0.02145922746781116
3013,0.5,Randomized,0.13071895424836602
3014,1.0,Randomized,0.0526027397260274
3015,5.0,Randomized,-0.017306652244456464
3016,0.0,Naive,1.0
3017,0.025,Randomized,1.0
3018,0.05,Randomized,1.0
3019,0.1,Randomized,1.0
3020,0.25,Randomized,0.46434494195688225
3021,0.5,Randomized,0.46434494195688225
3022,1.0,Randomized,-0.013333333333333334
3023,5.0,Randomized,-0.03980099502487562
3024,0.0,Naive,1.0
3025,0.025,Randomized,1.0
3026,0.05,Randomized,1.0
3027,0.1,Randomized,1.0
3028,0.25,Randomized,0.7995558023320377
3029,0.5,Randomized,0.0
3030,1.0,Randomized,0.0
3031,5.0,Randomized,-0.04441976679622432
3032,0.0,Naive,1.0
3033,0.025,Randomized,1.0
3034,0.05,Randomized,1.0
3035,0.1,Randomized,1.0
3036,0.25,Randomized,1.0
3037,0.5,Randomized,0.13071895424836602
3038,1.0,Randomized,0.06489994591671173
3039,5.0,Randomized,-0.046255506607929514
3040,0.0,Naive,1.0
3041,0.025,Randomized,1.0
3042,0.05,Randomized,1.0
3043,0.1,Randomized,1.0
3044,0.25,Randomized,1.0
3045,0.5,Randomized,1.0
3046,1.0,Randomized,0.0
3047,5.0,Randomized,0.0
3048,0.0,Naive,1.0
3049,0.025,Randomized,1.0
3050,0.05,Randomized,1.0
3051,0.1,Randomized,1.0
3052,0.25,Randomized,0.6208425720620843
3053,0.5,Randomized,0.0
3054,1.0,Randomized,0.0
3055,5.0,Randomized,0.3259423503325942
3056,0.0,Naive,1.0
3057,0.025,Randomized,1.0
3058,0.05,Randomized,1.0
3059,0.1,Randomized,1.0
3060,0.25,Randomized,1.0
3061,0.5,Randomized,0.0
3062,1.0,Randomized,0.13071895424836602
3063,5.0,Randomized,0.11529933481152993
3064,0.0,Naive,1.0
3065,0.025,Randomized,1.0
3066,0.05,Randomized,1.0
3067,0.1,Randomized,1.0
3068,0.25,Randomized,1.0
3069,0.5,Randomized,0.02145922746781116
3070,1.0,Randomized,0.0
3071,5.0,Randomized,0.06489994591671173
3072,0.0,Naive,1.0
3073,0.025,Randomized,1.0
3074,0.05,Randomized,1.0
3075,0.1,Randomized,1.0
3076,0.25,Randomized,1.0
3077,0.5,Randomized,0.006535947712418301
3078,1.0,Randomized,0.2087729039422543
3079,5.0,Randomized,-0.017306652244456464
3080,0.0,Naive,1.0
3081,0.025,Randomized,1.0
3082,0.05,Randomized,1.0
3083,0.1,Randomized,1.0
3084,0.25,Randomized,1.0
3085,0.5,Randomized,0.0
3086,1.0,Randomized,0.0
3087,5.0,Randomized,-0.019313304721030045
3088,0.0,Naive,0.02145922746781116
3089,0.025,Randomized,0.02145922746781116
3090,0.05,Randomized,0.02145922746781116
3091,0.1,Randomized,0.02145922746781116
3092,0.25,Randomized,0.13071895424836602
3093,0.5,Randomized,0.6208425720620843
3094,1.0,Randomized,0.46434494195688225
3095,5.0,Randomized,0.1211453744493392
3096,0.0,Naive,1.0
3097,0.025,Randomized,1.0
3098,0.05,Randomized,1.0
3099,0.1,Randomized,1.0
3100,0.25,Randomized,1.0
3101,0.5,Randomized,0.46434494195688225
3102,1.0,Randomized,-0.034858387799564274
3103,5.0,Randomized,-0.034858387799564274
3104,0.0,Naive,1.0
3105,0.025,Randomized,1.0
3106,0.05,Randomized,1.0
3107,0.1,Randomized,1.0
3108,0.25,Randomized,0.13071895424836602
3109,0.5,Randomized,0.02145922746781116
3110,1.0,Randomized,-0.03980099502487562
3111,5.0,Randomized,-0.034858387799564274
3112,0.0,Naive,1.0
3113,0.025,Randomized,1.0
3114,0.05,Randomized,1.0
3115,0.1,Randomized,1.0
3116,0.25,Randomized,1.0
3117,0.5,Randomized,-0.034858387799564274
3118,1.0,Randomized,0.0526027397260274
3119,5.0,Randomized,-0.004405286343612335
3120,0.0,Naive,1.0
3121,0.025,Randomized,1.0
3122,0.05,Randomized,1.0
3123,0.1,Randomized,1.0
3124,0.25,Randomized,0.02145922746781116
3125,0.5,Randomized,0.7995558023320377
3126,1.0,Randomized,0.13071895424836602
3127,5.0,Randomized,-0.030684931506849315
3128,0.0,Naive,1.0
3129,0.025,Randomized,1.0
3130,0.05,Randomized,1.0
3131,0.1,Randomized,1.0
3132,0.25,Randomized,1.0
3133,0.5,Randomized,-0.019313304721030045
3134,1.0,Randomized,-0.019313304721030045
3135,5.0,Randomized,0.06489994591671173
3136,0.0,Naive,1.0
3137,0.025,Randomized,1.0
3138,0.05,Randomized,1.0
3139,0.1,Randomized,0.0
3140,0.25,Randomized,0.0
3141,0.5,Randomized,0.06489994591671173
3142,1.0,Randomized,0.13071895424836602
3143,5.0,Randomized,-0.019313304721030045
3144,0.0,Naive,1.0
3145,0.025,Randomized,1.0
3146,0.05,Randomized,1.0
3147,0.1,Randomized,1.0
3148,0.25,Randomized,1.0
3149,0.5,Randomized,-0.019313304721030045
3150,1.0,Randomized,0.0
3151,5.0,Randomized,0.2087729039422543
3152,0.0,Naive,1.0
3153,0.025,Randomized,1.0
3154,0.05,Randomized,1.0
3155,0.1,Randomized,1.0
3156,0.25,Randomized,1.0
3157,0.5,Randomized,0.0
3158,1.0,Randomized,1.0
3159,5.0,Randomized,0.03997779011660189
3160,0.0,Naive,1.0
3161,0.025,Randomized,1.0
3162,0.05,Randomized,1.0
3163,0.1,Randomized,1.0
3164,0.25,Randomized,1.0
3165,0.5,Randomized,0.11529933481152993
3166,1.0,Randomized,-0.03980099502487562
3167,5.0,Randomized,-0.05321507760532151
3168,0.0,Naive,0.0
3169,0.025,Randomized,0.0
3170,0.05,Randomized,0.6208425720620843
3171,0.1,Randomized,0.0
3172,0.25,Randomized,0.06489994591671173
3173,0.5,Randomized,0.7995558023320377
3174,1.0,Randomized,0.04422332780541736
3175,5.0,Randomized,-0.05555555555555555
3176,0.0,Naive,0.7995558023320377
3177,0.025,Randomized,0.7995558023320377
3178,0.05,Randomized,0.7995558023320377
3179,0.1,Randomized,0.0
3180,0.25,Randomized,0.0
3181,0.5,Randomized,0.0526027397260274
3182,1.0,Randomized,-0.017306652244456464
3183,5.0,Randomized,-0.046255506607929514
3184,0.0,Naive,0.7995558023320377
3185,0.025,Randomized,0.0
3186,0.05,Randomized,0.0
3187,0.1,Randomized,1.0
3188,0.25,Randomized,0.7995558023320377
3189,0.5,Randomized,0.02145922746781116
3190,1.0,Randomized,0.02145922746781116
3191,5.0,Randomized,-0.03980099502487562
3192,0.0,Naive,1.0
3193,0.025,Randomized,1.0
3194,0.05,Randomized,1.0
3195,0.1,Randomized,1.0
3196,0.25,Randomized,1.0
3197,0.5,Randomized,0.0
3198,1.0,Randomized,0.0
3199,5.0,Randomized,0.0
3200,0.0,Naive,1.0
3201,0.025,Randomized,1.0
3202,0.05,Randomized,1.0
3203,0.1,Randomized,1.0
3204,0.25,Randomized,0.7995558023320377
3205,0.5,Randomized,-0.019313304721030045
3206,1.0,Randomized,0.13071895424836602
3207,5.0,Randomized,0.006535947712418301
3208,0.0,Naive,1.0
3209,0.025,Randomized,1.0
3210,0.05,Randomized,1.0
3211,0.1,Randomized,1.0
3212,0.25,Randomized,1.0
3213,0.5,Randomized,0.0
3214,1.0,Randomized,-0.004405286343612335
3215,5.0,Randomized,-0.046255506607929514
3216,0.0,Naive,1.0
3217,0.025,Randomized,1.0
3218,0.05,Randomized,1.0
3219,0.1,Randomized,1.0
3220,0.25,Randomized,0.02145922746781116
3221,0.5,Randomized,0.02145922746781116
3222,1.0,Randomized,0.02145922746781116
3223,5.0,Randomized,0.02145922746781116
3224,0.0,Naive,1.0
3225,0.025,Randomized,1.0
3226,0.05,Randomized,1.0
3227,0.1,Randomized,1.0
3228,0.25,Randomized,1.0
3229,0.5,Randomized,0.0
3230,1.0,Randomized,0.0
3231,5.0,Randomized,0.0
3232,0.0,Naive,1.0
3233,0.025,Randomized,1.0
