,Tau,Method,ARI
840,0.0,Naive,1.0
841,0.025,Randomized,1.0
842,0.05,Randomized,1.0
843,0.1,Randomized,0.0
844,0.25,Randomized,0.0
845,0.5,Randomized,0.0
846,1.0,Randomized,0.3303964757709251
847,5.0,Randomized,-0.030684931506849315
848,0.0,Naive,1.0
849,0.025,Randomized,1.0
850,0.05,Randomized,1.0
851,0.1,Randomized,1.0
852,0.25,Randomized,1.0
853,0.5,Randomized,0.0
854,1.0,Randomized,-0.05321507760532151
855,5.0,Randomized,-0.046255506607929514
856,0.0,Naive,1.0
857,0.025,Randomized,1.0
858,0.05,Randomized,1.0
859,0.1,Randomized,1.0
860,0.25,Randomized,0.0
861,0.5,Randomized,0.0
862,1.0,Randomized,-0.017306652244456464
863,5.0,Randomized,0.2087729039422543
864,0.0,Naive,1.0
865,0.025,Randomized,1.0
866,0.05,Randomized,1.0
867,0.1,Randomized,1.0
868,0.25,Randomized,0.0
869,0.5,Randomized,0.0
870,1.0,Randomized,0.0
871,5.0,Randomized,0.06489994591671173
872,0.0,Naive,1.0
873,0.025,Randomized,1.0
874,0.05,Randomized,1.0
875,0.1,Randomized,1.0
876,0.25,Randomized,0.6208425720620843
877,0.5,Randomized,0.7995558023320377
878,1.0,Randomized,0.0
879,5.0,Randomized,-0.019313304721030045
880,0.0,Naive,1.0
881,0.025,Randomized,1.0
882,0.05,Randomized,1.0
883,0.1,Randomized,1.0
884,0.25,Randomized,0.6208425720620843
885,0.5,Randomized,0.0
886,1.0,Randomized,-0.019313304721030045
887,5.0,Randomized,-0.030684931506849315
888,0.0,Naive,1.0
889,0.025,Randomized,1.0
890,0.05,Randomized,1.0
891,0.1,Randomized,1.0
892,0.25,Randomized,0.13071895424836602
893,0.5,Randomized,0.2191780821917808
894,1.0,Randomized,0.3303964757709251
895,5.0,Randomized,-0.017306652244456464
896,0.0,Naive,1.0
897,0.025,Randomized,1.0
898,0.05,Randomized,1.0
899,0.1,Randomized,1.0
900,0.25,Randomized,1.0
901,0.5,Randomized,0.0
902,1.0,Randomized,0.0
903,5.0,Randomized,-0.019313304721030045
904,0.0,Naive,1.0
905,0.025,Randomized,1.0
906,0.05,Randomized,1.0
907,0.1,Randomized,1.0
908,0.25,Randomized,1.0
909,0.5,Randomized,0.0
910,1.0,Randomized,-0.017306652244456464
911,5.0,Randomized,-0.017306652244456464
912,0.0,Naive,1.0
913,0.025,Randomized,1.0
914,0.05,Randomized,1.0
915,0.1,Randomized,1.0
916,0.25,Randomized,0.0
917,0.5,Randomized,0.3303964757709251
918,1.0,Randomized,0.02145922746781116
919,5.0,Randomized,-0.017306652244456464
920,0.0,Naive,1.0
921,0.025,Randomized,1.0
922,0.05,Randomized,1.0
923,0.1,Randomized,1.0
924,0.25,Randomized,1.0
925,0.5,Randomized,0.02145922746781116
926,1.0,Randomized,-0.004405286343612335
927,5.0,Randomized,-0.046255506607929514
928,0.0,Naive,1.0
929,0.025,Randomized,1.0
930,0.05,Randomized,1.0
931,0.1,Randomized,1.0
932,0.25,Randomized,0.7995558023320377
933,0.5,Randomized,0.02145922746781116
934,1.0,Randomized,0.0
935,5.0,Randomized,-0.017306652244456464
936,0.0,Naive,1.0
937,0.025,Randomized,1.0
938,0.05,Randomized,1.0
939,0.1,Randomized,1.0
940,0.25,Randomized,1.0
941,0.5,Randomized,0.13071895424836602
942,1.0,Randomized,-0.017306652244456464
943,5.0,Randomized,0.11529933481152993
944,0.0,Naive,1.0
945,0.025,Randomized,1.0
946,0.05,Randomized,1.0
947,0.1,Randomized,1.0
948,0.25,Randomized,1.0
949,0.5,Randomized,1.0
950,1.0,Randomized,0.2191780821917808
951,5.0,Randomized,-0.017306652244456464
952,0.0,Naive,0.7995558023320377
953,0.025,Randomized,1.0
954,0.05,Randomized,1.0
955,0.1,Randomized,0.7995558023320377
956,0.25,Randomized,1.0
957,0.5,Randomized,0.3303964757709251
958,1.0,Randomized,-0.011086474501108648
959,5.0,Randomized,-0.030684931506849315
960,0.0,Naive,1.0
961,0.025,Randomized,1.0
962,0.05,Randomized,1.0
963,0.1,Randomized,1.0
964,0.25,Randomized,1.0
965,0.5,Randomized,0.6208425720620843
966,1.0,Randomized,0.2191780821917808
967,5.0,Randomized,0.21227197346600332
968,0.0,Naive,1.0
969,0.025,Randomized,1.0
970,0.05,Randomized,1.0
971,0.1,Randomized,0.7995558023320377
972,0.25,Randomized,1.0
973,0.5,Randomized,0.02145922746781116
974,1.0,Randomized,0.02145922746781116
975,5.0,Randomized,0.02145922746781116
976,0.0,Naive,1.0
977,0.025,Randomized,1.0
978,0.05,Randomized,1.0
979,0.1,Randomized,1.0
980,0.25,Randomized,0.46434494195688225
981,0.5,Randomized,0.0
982,1.0,Randomized,-0.03980099502487562
983,5.0,Randomized,0.0526027397260274
984,0.0,Naive,1.0
985,0.025,Randomized,1.0
986,0.05,Randomized,1.0
987,0.1,Randomized,1.0
988,0.25,Randomized,1.0
989,0.5,Randomized,0.0
990,1.0,Randomized,0.0
991,5.0,Randomized,0.0
992,0.0,Naive,0.7995558023320377
993,0.025,Randomized,0.7995558023320377
994,0.05,Randomized,1.0
995,0.1,Randomized,1.0
996,0.25,Randomized,1.0
997,0.5,Randomized,0.0
998,1.0,Randomized,0.02145922746781116
999,5.0,Randomized,-0.017306652244456464
1000,0.0,Naive,0.0
1001,0.025,Randomized,0.0
1002,0.05,Randomized,0.0
1003,0.1,Randomized,0.0
1004,0.25,Randomized,1.0
1005,0.5,Randomized,1.0
1006,1.0,Randomized,0.04422332780541736
1007,5.0,Randomized,0.006535947712418301
1008,0.0,Naive,1.0
1009,0.025,Randomized,1.0
1010,0.05,Randomized,1.0
1011,0.1,Randomized,1.0
1012,0.25,Randomized,1.0
1013,0.5,Randomized,0.0
1014,1.0,Randomized,0.0
1015,5.0,Randomized,-0.004405286343612335
1016,0.0,Naive,1.0
1017,0.025,Randomized,1.0
1018,0.05,Randomized,1.0
1019,0.1,Randomized,1.0
1020,0.25,Randomized,0.2191780821917808
1021,0.5,Randomized,0.1211453744493392
1022,1.0,Randomized,0.7995558023320377
1023,5.0,Randomized,0.06489994591671173
1024,0.0,Naive,1.0
1025,0.025,Randomized,1.0
1026,0.05,Randomized,1.0
1027,0.1,Randomized,1.0
1028,0.25,Randomized,1.0
1029,0.5,Randomized,0.0
1030,1.0,Randomized,-0.017306652244456464
1031,5.0,Randomized,-0.017306652244456464
1032,0.0,Naive,1.0
1033,0.025,Randomized,1.0
1034,0.05,Randomized,1.0
1035,0.1,Randomized,1.0
1036,0.25,Randomized,1.0
1037,0.5,Randomized,-0.017306652244456464
1038,1.0,Randomized,0.06489994591671173
1039,5.0,Randomized,-0.04441976679622432
1040,0.0,Naive,1.0
1041,0.025,Randomized,1.0
1042,0.05,Randomized,1.0
1043,0.1,Randomized,1.0
1044,0.25,Randomized,0.7995558023320377
1045,0.5,Randomized,-0.05321507760532151
1046,1.0,Randomized,-0.03980099502487562
1047,5.0,Randomized,-0.011086474501108648
1048,0.0,Naive,1.0
1049,0.025,Randomized,1.0
1050,0.05,Randomized,1.0
1051,0.1,Randomized,1.0
1052,0.25,Randomized,1.0
1053,0.5,Randomized,0.13071895424836602
1054,1.0,Randomized,-0.04441976679622432
1055,5.0,Randomized,0.11333333333333333
1056,0.0,Naive,1.0
1057,0.025,Randomized,1.0
1058,0.05,Randomized,1.0
1059,0.1,Randomized,1.0
1060,0.25,Randomized,1.0
1061,0.5,Randomized,0.0
1062,1.0,Randomized,0.3303964757709251
1063,5.0,Randomized,-0.03980099502487562
1064,0.0,Naive,0.7995558023320377
1065,0.025,Randomized,0.7995558023320377
1066,0.05,Randomized,1.0
1067,0.1,Randomized,0.7995558023320377
1068,0.25,Randomized,0.7995558023320377
1069,0.5,Randomized,0.06489994591671173
1070,1.0,Randomized,0.06489994591671173
1071,5.0,Randomized,-0.030684931506849315
1072,0.0,Naive,1.0
1073,0.025,Randomized,1.0
1074,0.05,Randomized,1.0
1075,0.1,Randomized,1.0
1076,0.25,Randomized,1.0
1077,0.5,Randomized,0.02145922746781116
1078,1.0,Randomized,0.1211453744493392
1079,5.0,Randomized,-0.046255506607929514
1080,0.0,Naive,1.0
1081,0.025,Randomized,1.0
1082,0.05,Randomized,1.0
1083,0.1,Randomized,1.0
1084,0.25,Randomized,0.7995558023320377
1085,0.5,Randomized,0.02145922746781116
1086,1.0,Randomized,-0.019313304721030045
1087,5.0,Randomized,-0.030684931506849315
1088,0.0,Naive,1.0
1089,0.025,Randomized,1.0
1090,0.05,Randomized,1.0
1091,0.1,Randomized,1.0
1092,0.25,Randomized,1.0
1093,0.5,Randomized,0.0
1094,1.0,Randomized,-0.03980099502487562
1095,5.0,Randomized,-0.013333333333333334
1096,0.0,Naive,1.0
1097,0.025,Randomized,1.0
1098,0.05,Randomized,1.0
1099,0.1,Randomized,1.0
1100,0.25,Randomized,0.0
1101,0.5,Randomized,0.0
1102,1.0,Randomized,0.0
1103,5.0,Randomized,-0.03980099502487562
1104,0.0,Naive,1.0
1105,0.025,Randomized,1.0
1106,0.05,Randomized,1.0
1107,0.1,Randomized,0.7995558023320377
1108,0.25,Randomized,1.0
1109,0.5,Randomized,0.2191780821917808
1110,1.0,Randomized,0.3303964757709251
1111,5.0,Randomized,-0.046255506607929514
1112,0.0,Naive,1.0
1113,0.025,Randomized,1.0
1114,0.05,Randomized,1.0
1115,0.1,Randomized,1.0
1116,0.25,Randomized,0.0
1117,0.5,Randomized,0.0
1118,1.0,Randomized,0.0
1119,5.0,Randomized,-0.017306652244456464
1120,0.0,Naive,1.0
1121,0.025,Randomized,1.0
1122,0.05,Randomized,1.0
1123,0.1,Randomized,0.7995558023320377
1124,0.25,Randomized,0.7995558023320377
1125,0.5,Randomized,0.0
1126,1.0,Randomized,0.0
1127,5.0,Randomized,0.3259423503325942
1128,0.0,Naive,1.0
1129,0.025,Randomized,1.0
1130,0.05,Randomized,1.0
1131,0.1,Randomized,0.0
1132,0.25,Randomized,1.0
1133,0.5,Randomized,0.02145922746781116
1134,1.0,Randomized,0.006535947712418301
1135,5.0,Randomized,0.02145922746781116
1136,0.0,Naive,1.0
1137,0.025,Randomized,1.0
1138,0.05,Randomized,1.0
1139,0.1,Randomized,1.0
1140,0.25,Randomized,0.0
1141,0.5,Randomized,0.03997779011660189
1142,1.0,Randomized,0.04422332780541736
1143,5.0,Randomized,-0.03980099502487562
1144,0.0,Naive,1.0
1145,0.025,Randomized,1.0
1146,0.05,Randomized,1.0
1147,0.1,Randomized,1.0
1148,0.25,Randomized,1.0
1149,0.5,Randomized,0.46434494195688225
1150,1.0,Randomized,0.02145922746781116
1151,5.0,Randomized,0.02145922746781116
1152,0.0,Naive,1.0
1153,0.025,Randomized,1.0
1154,0.05,Randomized,1.0
1155,0.1,Randomized,1.0
1156,0.25,Randomized,1.0
1157,0.5,Randomized,0.006535947712418301
1158,1.0,Randomized,0.04422332780541736
1159,5.0,Randomized,-0.013333333333333334
1160,0.0,Naive,1.0
1161,0.025,Randomized,1.0
1162,0.05,Randomized,1.0
1163,0.1,Randomized,1.0
1164,0.25,Randomized,1.0
1165,0.5,Randomized,0.3303964757709251
1166,1.0,Randomized,0.04422332780541736
1167,5.0,Randomized,-0.04441976679622432
1168,0.0,Naive,1.0
1169,0.025,Randomized,1.0
1170,0.05,Randomized,1.0
1171,0.1,Randomized,1.0
1172,0.25,Randomized,0.6208425720620843
1173,0.5,Randomized,0.06489994591671173
1174,1.0,Randomized,0.6208425720620843
1175,5.0,Randomized,-0.05321507760532151
1176,0.0,Naive,1.0
1177,0.025,Randomized,1.0
1178,0.05,Randomized,1.0
1179,0.1,Randomized,1.0
1180,0.25,Randomized,1.0
1181,0.5,Randomized,1.0
1182,1.0,Randomized,-0.030684931506849315
1183,5.0,Randomized,-0.046255506607929514
1184,0.0,Naive,1.0
1185,0.025,Randomized,1.0
1186,0.05,Randomized,1.0
1187,0.1,Randomized,1.0
1188,0.25,Randomized,1.0
1189,0.5,Randomized,0.7995558023320377
1190,1.0,Randomized,0.4619655746807329
1191,5.0,Randomized,0.0526027397260274
1192,0.0,Naive,1.0
1193,0.025,Randomized,1.0
1194,0.05,Randomized,1.0
1195,0.1,Randomized,1.0
1196,0.25,Randomized,1.0
1197,0.5,Randomized,0.0
1198,1.0,Randomized,0.02145922746781116
1199,5.0,Randomized,-0.004405286343612335
1200,0.0,Naive,1.0
1201,0.025,Randomized,1.0
1202,0.05,Randomized,1.0
1203,0.1,Randomized,1.0
1204,0.25,Randomized,0.0
1205,0.5,Randomized,0.0
1206,1.0,Randomized,0.06489994591671173
1207,5.0,Randomized,-0.017306652244456464
1208,0.0,Naive,0.0
1209,0.025,Randomized,0.0
1210,0.05,Randomized,0.0
1211,0.1,Randomized,0.0
1212,0.25,Randomized,0.0
1213,0.5,Randomized,0.3303964757709251
1214,1.0,Randomized,0.06489994591671173
1215,5.0,Randomized,-0.034858387799564274
1216,0.0,Naive,1.0
1217,0.025,Randomized,1.0
1218,0.05,Randomized,1.0
1219,0.1,Randomized,0.0
1220,0.25,Randomized,0.0
1221,0.5,Randomized,0.7995558023320377
1222,1.0,Randomized,0.3303964757709251
1223,5.0,Randomized,0.03997779011660189
1224,0.0,Naive,1.0
1225,0.025,Randomized,1.0
1226,0.05,Randomized,1.0
1227,0.1,Randomized,1.0
1228,0.25,Randomized,1.0
1229,0.5,Randomized,1.0
1230,1.0,Randomized,-0.04441976679622432
1231,5.0,Randomized,0.0526027397260274
1232,0.0,Naive,1.0
1233,0.025,Randomized,1.0
1234,0.05,Randomized,1.0
1235,0.1,Randomized,1.0
1236,0.25,Randomized,1.0
1237,0.5,Randomized,0.0
1238,1.0,Randomized,0.0
1239,5.0,Randomized,-0.017306652244456464
1240,0.0,Naive,1.0
1241,0.025,Randomized,1.0
1242,0.05,Randomized,1.0
1243,0.1,Randomized,1.0
1244,0.25,Randomized,1.0
1245,0.5,Randomized,0.0
1246,1.0,Randomized,0.0
1247,5.0,Randomized,-0.030684931506849315
1248,0.0,Naive,1.0
1249,0.025,Randomized,1.0
1250,0.05,Randomized,1.0
1251,0.1,Randomized,1.0
1252,0.25,Randomized,1.0
1253,0.5,Randomized,0.7995558023320377
1254,1.0,Randomized,0.02145922746781116
1255,5.0,Randomized,0.0
1256,0.0,Naive,1.0
1257,0.025,Randomized,1.0
1258,0.05,Randomized,1.0
1259,0.1,Randomized,1.0
1260,0.25,Randomized,1.0
1261,0.5,Randomized,0.13071895424836602
1262,1.0,Randomized,0.02145922746781116
1263,5.0,Randomized,-0.030684931506849315
1264,0.0,Naive,1.0
1265,0.025,Randomized,1.0
1266,0.05,Randomized,1.0
1267,0.1,Randomized,1.0
1268,0.25,Randomized,0.7995558023320377
1269,0.5,Randomized,0.6208425720620843
1270,1.0,Randomized,0.04422332780541736
1271,5.0,Randomized,-0.03980099502487562
1272,0.0,Naive,0.7995558023320377
1273,0.025,Randomized,0.7995558023320377
1274,0.05,Randomized,0.7995558023320377
1275,0.1,Randomized,0.7995558023320377
1276,0.25,Randomized,0.7995558023320377
1277,0.5,Randomized,0.02145922746781116
1278,1.0,Randomized,0.0
1279,5.0,Randomized,0.0
1280,0.0,Naive,1.0
1281,0.025,Randomized,1.0
1282,0.05,Randomized,1.0
1283,0.1,Randomized,1.0
1284,0.25,Randomized,0.0
1285,0.5,Randomized,0.13071895424836602
1286,1.0,Randomized,0.06489994591671173
1287,5.0,Randomized,-0.03980099502487562
1288,0.0,Naive,0.7995558023320377
1289,0.025,Randomized,0.7995558023320377
1290,0.05,Randomized,0.0
1291,0.1,Randomized,1.0
1292,0.25,Randomized,0.0
1293,0.5,Randomized,0.0
1294,1.0,Randomized,-0.019313304721030045
1295,5.0,Randomized,0.0
1296,0.0,Naive,1.0
1297,0.025,Randomized,1.0
1298,0.05,Randomized,1.0
1299,0.1,Randomized,1.0
1300,0.25,Randomized,0.0
1301,0.5,Randomized,1.0
1302,1.0,Randomized,0.02145922746781116
1303,5.0,Randomized,0.06489994591671173
1304,0.0,Naive,1.0
1305,0.025,Randomized,1.0
1306,0.05,Randomized,1.0
1307,0.1,Randomized,1.0
1308,0.25,Randomized,1.0
1309,0.5,Randomized,0.02145922746781116
1310,1.0,Randomized,0.2087729039422543
1311,5.0,Randomized,-0.05555555555555555
1312,0.0,Naive,1.0
1313,0.025,Randomized,1.0
1314,0.05,Randomized,1.0
1315,0.1,Randomized,1.0
1316,0.25,Randomized,0.0
1317,0.5,Randomized,0.06489994591671173
1318,1.0,Randomized,0.0
1319,5.0,Randomized,-0.017306652244456464
1320,0.0,Naive,1.0
1321,0.025,Randomized,1.0
1322,0.05,Randomized,1.0
1323,0.1,Randomized,1.0
1324,0.25,Randomized,1.0
1325,0.5,Randomized,0.0
1326,1.0,Randomized,0.0
1327,5.0,Randomized,0.0
1328,0.0,Naive,1.0
1329,0.025,Randomized,1.0
1330,0.05,Randomized,1.0
1331,0.1,Randomized,1.0
1332,0.25,Randomized,1.0
1333,0.5,Randomized,0.02145922746781116
1334,1.0,Randomized,-0.03980099502487562
1335,5.0,Randomized,0.2191780821917808
1336,0.0,Naive,1.0
1337,0.025,Randomized,1.0
1338,0.05,Randomized,1.0
1339,0.1,Randomized,1.0
1340,0.25,Randomized,1.0
1341,0.5,Randomized,0.0
1342,1.0,Randomized,0.0
1343,5.0,Randomized,-0.019313304721030045
1344,0.0,Naive,1.0
1345,0.025,Randomized,1.0
1346,0.05,Randomized,1.0
1347,0.1,Randomized,1.0
1348,0.25,Randomized,1.0
1349,0.5,Randomized,0.0
1350,1.0,Randomized,0.0
1351,5.0,Randomized,0.0
1352,0.0,Naive,1.0
1353,0.025,Randomized,1.0
1354,0.05,Randomized,1.0
1355,0.1,Randomized,0.0
1356,0.25,Randomized,0.0
1357,0.5,Randomized,0.0
1358,1.0,Randomized,0.0
1359,5.0,Randomized,0.0
1360,0.0,Naive,1.0
1361,0.025,Randomized,1.0
1362,0.05,Randomized,1.0
1363,0.1,Randomized,1.0
1364,0.25,Randomized,0.0
1365,0.5,Randomized,0.0
1366,1.0,Randomized,0.06489994591671173
1367,5.0,Randomized,0.03997779011660189
1368,0.0,Naive,1.0
1369,0.025,Randomized,1.0
1370,0.05,Randomized,1.0
1371,0.1,Randomized,1.0
1372,0.25,Randomized,1.0
1373,0.5,Randomized,0.06489994591671173
1374,1.0,Randomized,0.13071895424836602
1375,5.0,Randomized,-0.04441976679622432
1376,0.0,Naive,1.0
1377,0.025,Randomized,1.0
1378,0.05,Randomized,1.0
1379,0.1,Randomized,1.0
1380,0.25,Randomized,0.0
1381,0.5,Randomized,0.0
1382,1.0,Randomized,0.02145922746781116
1383,5.0,Randomized,0.0
1384,0.0,Naive,1.0
1385,0.025,Randomized,1.0
1386,0.05,Randomized,1.0
1387,0.1,Randomized,1.0
1388,0.25,Randomized,1.0
1389,0.5,Randomized,0.06489994591671173
1390,1.0,Randomized,-0.004405286343612335
1391,5.0,Randomized,-0.04441976679622432
1392,0.0,Naive,1.0
1393,0.025,Randomized,1.0
1394,0.05,Randomized,1.0
1395,0.1,Randomized,0.02145922746781116
1396,0.25,Randomized,1.0
1397,0.5,Randomized,0.7995558023320377
1398,1.0,Randomized,0.06489994591671173
1399,5.0,Randomized,0.03997779011660189
1400,0.0,Naive,1.0
1401,0.025,Randomized,1.0
1402,0.05,Randomized,1.0
1403,0.1,Randomized,1.0
1404,0.25,Randomized,0.02145922746781116
1405,0.5,Randomized,0.7995558023320377
1406,1.0,Randomized,0.0526027397260274
1407,5.0,Randomized,0.02145922746781116
1408,0.0,Naive,1.0
1409,0.025,Randomized,1.0
1410,0.05,Randomized,1.0
1411,0.1,Randomized,1.0
1412,0.25,Randomized,0.7995558023320377
1413,0.5,Randomized,1.0
1414,1.0,Randomized,0.02145922746781116
1415,5.0,Randomized,-0.019313304721030045
1416,0.0,Naive,1.0
1417,0.025,Randomized,1.0
1418,0.05,Randomized,1.0
1419,0.1,Randomized,1.0
1420,0.25,Randomized,1.0
1421,0.5,Randomized,-0.03980099502487562
1422,1.0,Randomized,0.2191780821917808
1423,5.0,Randomized,-0.03980099502487562
1424,0.0,Naive,1.0
1425,0.025,Randomized,1.0
1426,0.05,Randomized,1.0
1427,0.1,Randomized,1.0
1428,0.25,Randomized,1.0
1429,0.5,Randomized,1.0
1430,1.0,Randomized,0.0
1431,5.0,Randomized,0.0
1432,0.0,Naive,1.0
1433,0.025,Randomized,1.0
1434,0.05,Randomized,1.0
1435,0.1,Randomized,1.0
1436,0.25,Randomized,1.0
1437,0.5,Randomized,1.0
1438,1.0,Randomized,0.0526027397260274
1439,5.0,Randomized,0.04422332780541736
1440,0.0,Naive,1.0
1441,0.025,Randomized,1.0
1442,0.05,Randomized,1.0
1443,0.1,Randomized,1.0
1444,0.25,Randomized,1.0
1445,0.5,Randomized,0.3303964757709251
1446,1.0,Randomized,0.0526027397260274
1447,5.0,Randomized,-0.004405286343612335
1448,0.0,Naive,1.0
1449,0.025,Randomized,0.7995558023320377
1450,0.05,Randomized,0.7995558023320377
1451,0.1,Randomized,0.7995558023320377
1452,0.25,Randomized,0.6208425720620843
1453,0.5,Randomized,0.02145922746781116
1454,1.0,Randomized,0.02145922746781116
1455,5.0,Randomized,-0.046255506607929514
1456,0.0,Naive,1.0
1457,0.025,Randomized,1.0
1458,0.05,Randomized,1.0
1459,0.1,Randomized,1.0
1460,0.25,Randomized,1.0
1461,0.5,Randomized,-0.04441976679622432
1462,1.0,Randomized,0.1211453744493392
1463,5.0,Randomized,-0.030684931506849315
1464,0.0,Naive,1.0
1465,0.025,Randomized,1.0
1466,0.05,Randomized,1.0
1467,0.1,Randomized,1.0
1468,0.25,Randomized,0.02145922746781116
1469,0.5,Randomized,0.2191780821917808
1470,1.0,Randomized,0.11333333333333333
1471,5.0,Randomized,-0.017306652244456464
1472,0.0,Naive,1.0
1473,0.025,Randomized,1.0
1474,0.05,Randomized,1.0
1475,0.1,Randomized,1.0
1476,0.25,Randomized,1.0
1477,0.5,Randomized,0.0
1478,1.0,Randomized,0.02145922746781116
1479,5.0,Randomized,0.06489994591671173
1480,0.0,Naive,1.0
1481,0.025,Randomized,1.0
1482,0.05,Randomized,1.0
1483,0.1,Randomized,1.0
1484,0.25,Randomized,1.0
1485,0.5,Randomized,0.0
1486,1.0,Randomized,0.0
1487,5.0,Randomized,-0.019313304721030045
1488,0.0,Naive,0.02145922746781116
1489,0.025,Randomized,0.02145922746781116
1490,0.05,Randomized,0.02145922746781116
1491,0.1,Randomized,0.7995558023320377
1492,0.25,Randomized,0.0
1493,0.5,Randomized,0.0
1494,1.0,Randomized,-0.017306652244456464
1495,5.0,Randomized,0.02145922746781116
1496,0.0,Naive,1.0
1497,0.025,Randomized,1.0
1498,0.05,Randomized,1.0
1499,0.1,Randomized,1.0
1500,0.25,Randomized,0.0
1501,0.5,Randomized,0.0
1502,1.0,Randomized,0.13071895424836602
1503,5.0,Randomized,-0.019313304721030045
1504,0.0,Naive,0.0
1505,0.025,Randomized,0.0
1506,0.05,Randomized,0.0
1507,0.1,Randomized,0.0
1508,0.25,Randomized,0.06489994591671173
1509,0.5,Randomized,0.0
1510,1.0,Randomized,0.02145922746781116
1511,5.0,Randomized,-0.004405286343612335
1512,0.0,Naive,1.0
1513,0.025,Randomized,1.0
1514,0.05,Randomized,1.0
1515,0.1,Randomized,1.0
1516,0.25,Randomized,1.0
1517,0.5,Randomized,0.06489994591671173
1518,1.0,Randomized,0.1211453744493392
1519,5.0,Randomized,-0.04441976679622432
1520,0.0,Naive,1.0
1521,0.025,Randomized,1.0
1522,0.05,Randomized,1.0
1523,0.1,Randomized,1.0
1524,0.25,Randomized,1.0
1525,0.5,Randomized,0.3303964757709251
1526,1.0,Randomized,-0.011086474501108648
1527,5.0,Randomized,-0.05321507760532151
1528,0.0,Naive,0.7995558023320377
1529,0.025,Randomized,0.7995558023320377
1530,0.05,Randomized,0.7995558023320377
1531,0.1,Randomized,0.7995558023320377
1532,0.25,Randomized,0.0
1533,0.5,Randomized,1.0
1534,1.0,Randomized,0.2087729039422543
1535,5.0,Randomized,0.0526027397260274
1536,0.0,Naive,1.0
1537,0.025,Randomized,1.0
1538,0.05,Randomized,1.0
1539,0.1,Randomized,1.0
1540,0.25,Randomized,0.0
1541,0.5,Randomized,0.13071895424836602
1542,1.0,Randomized,0.13071895424836602
1543,5.0,Randomized,-0.05555555555555555
1544,0.0,Naive,1.0
1545,0.025,Randomized,1.0
1546,0.05,Randomized,1.0
1547,0.1,Randomized,1.0
1548,0.25,Randomized,0.6208425720620843
1549,0.5,Randomized,0.46434494195688225
1550,1.0,Randomized,0.0
1551,5.0,Randomized,-0.04441976679622432
1552,0.0,Naive,1.0
1553,0.025,Randomized,1.0
1554,0.05,Randomized,1.0
1555,0.1,Randomized,1.0
1556,0.25,Randomized,1.0
1557,0.5,Randomized,1.0
1558,1.0,Randomized,0.2191780821917808
1559,5.0,Randomized,-0.004405286343612335
1560,0.0,Naive,1.0
1561,0.025,Randomized,1.0
1562,0.05,Randomized,1.0
1563,0.1,Randomized,0.0
1564,0.25,Randomized,0.0
1565,0.5,Randomized,0.0
1566,1.0,Randomized,0.0
1567,5.0,Randomized,-0.030684931506849315
1568,0.0,Naive,1.0
1569,0.025,Randomized,0.0
1570,0.05,Randomized,0.0
1571,0.1,Randomized,0.0
1572,0.25,Randomized,0.0
1573,0.5,Randomized,0.0
1574,1.0,Randomized,0.0
1575,5.0,Randomized,0.06489994591671173
1576,0.0,Naive,1.0
1577,0.025,Randomized,1.0
1578,0.05,Randomized,1.0
1579,0.1,Randomized,1.0
1580,0.25,Randomized,0.6208425720620843
1581,0.5,Randomized,0.46434494195688225
1582,1.0,Randomized,0.3259423503325942
1583,5.0,Randomized,0.0526027397260274
1584,0.0,Naive,1.0
1585,0.025,Randomized,1.0
1586,0.05,Randomized,1.0
1587,0.1,Randomized,1.0
1588,0.25,Randomized,1.0
1589,0.5,Randomized,-0.019313304721030045
1590,1.0,Randomized,-0.019313304721030045
1591,5.0,Randomized,-0.030684931506849315
1592,0.0,Naive,1.0
1593,0.025,Randomized,1.0
1594,0.05,Randomized,1.0
1595,0.1,Randomized,1.0
1596,0.25,Randomized,1.0
1597,0.5,Randomized,0.13071895424836602
1598,1.0,Randomized,0.0
1599,5.0,Randomized,0.02145922746781116
1600,0.0,Naive,1.0
1601,0.025,Randomized,1.0
1602,0.05,Randomized,1.0
1603,0.1,Randomized,1.0
1604,0.25,Randomized,1.0
1605,0.5,Randomized,0.06489994591671173
1606,1.0,Randomized,0.02145922746781116
1607,5.0,Randomized,-0.013333333333333334
1608,0.0,Naive,0.02145922746781116
1609,0.025,Randomized,0.02145922746781116
1610,0.05,Randomized,0.02145922746781116
1611,0.1,Randomized,0.0
1612,0.25,Randomized,0.06489994591671173
1613,0.5,Randomized,0.0
1614,1.0,Randomized,0.0
1615,5.0,Randomized,-0.034858387799564274
1616,0.0,Naive,0.0
1617,0.025,Randomized,0.0
1618,0.05,Randomized,0.0
1619,0.1,Randomized,0.0
1620,0.25,Randomized,0.0
1621,0.5,Randomized,0.0
1622,1.0,Randomized,0.0
1623,5.0,Randomized,0.11529933481152993
1624,0.0,Naive,1.0
1625,0.025,Randomized,1.0
1626,0.05,Randomized,1.0
1627,0.1,Randomized,1.0
1628,0.25,Randomized,0.13071895424836602
1629,0.5,Randomized,0.2191780821917808
1630,1.0,Randomized,0.06489994591671173
1631,5.0,Randomized,-0.034858387799564274
1632,0.0,Naive,1.0
1633,0.025,Randomized,1.0
1634,0.05,Randomized,1.0
1635,0.1,Randomized,1.0
1636,0.25,Randomized,1.0
1637,0.5,Randomized,0.02145922746781116
1638,1.0,Randomized,0.3303964757709251
1639,5.0,Randomized,0.0526027397260274
