,Tau,Method,WCSS/TSS
698,0.05,Randomized,0.12207453733488248
699,0.1,Randomized,0.12207453733488248
700,0.25,Randomized,0.12207453733488248
701,0.5,Randomized,0.17438286427729674
702,1.0,Randomized,0.8468219106905068
703,5.0,Randomized,0.93063232633318
704,0.0,Naive,0.14991300589314374
705,0.025,Randomized,0.14991300589314374
706,0.05,Randomized,0.14991300589314374
707,0.1,Randomized,0.14991300589314374
708,0.25,Randomized,0.14991300589314374
709,0.5,Randomized,0.9309536389399212
710,1.0,Randomized,0.9477195824399238
711,5.0,Randomized,0.9432380586348555
712,0.0,Naive,0.14972242959022317
713,0.025,Randomized,0.14972242959022317
714,0.05,Randomized,0.14972242959022317
715,0.1,Randomized,0.14972242959022317
716,0.25,Randomized,0.14972242959022317
717,0.5,Randomized,0.8114422399984398
718,1.0,Randomized,0.9848195847317006
719,5.0,Randomized,0.9993578255106078
720,0.0,Naive,0.11061821347479027
721,0.025,Randomized,0.11061821347479027
722,0.05,Randomized,0.11061821347479027
723,0.1,Randomized,0.11061821347479027
724,0.25,Randomized,0.11061821347479027
725,0.5,Randomized,0.11061821347479027
726,1.0,Randomized,0.5789610154428636
727,5.0,Randomized,0.9067103966578839
728,0.0,Naive,0.14798373569031556
729,0.025,Randomized,0.14798373569031556
730,0.05,Randomized,0.14798373569031556
731,0.1,Randomized,0.14798373569031556
732,0.25,Randomized,0.9358310553872162
733,0.5,Randomized,0.9525143923630693
734,1.0,Randomized,0.9769782210168451
735,5.0,Randomized,0.9682260835487011
736,0.0,Naive,0.1316544793717756
737,0.025,Randomized,0.1316544793717756
738,0.05,Randomized,0.1316544793717756
739,0.1,Randomized,0.1316544793717756
740,0.25,Randomized,0.1316544793717756
741,0.5,Randomized,0.7008888763803484
742,1.0,Randomized,0.8330610200469576
743,5.0,Randomized,0.949071141087309
744,0.0,Naive,0.21310178545174374
745,0.025,Randomized,0.21310178545174374
746,0.05,Randomized,0.21310178545174374
747,0.1,Randomized,0.21310178545174374
748,0.25,Randomized,0.7813917557400148
749,0.5,Randomized,0.9416957950897005
750,1.0,Randomized,0.8454611421443777
751,5.0,Randomized,0.7754557435563377
752,0.0,Naive,0.20366997587938498
753,0.025,Randomized,0.20366997587938498
754,0.05,Randomized,0.20366997587938498
755,0.1,Randomized,0.20366997587938498
756,0.25,Randomized,0.4870465607962842
757,0.5,Randomized,0.6352384347178068
758,1.0,Randomized,0.9936081629832091
759,5.0,Randomized,0.9507588622835018
760,0.0,Naive,0.2330217987103002
761,0.025,Randomized,0.2330217987103002
762,0.05,Randomized,0.2330217987103002
763,0.1,Randomized,0.2330217987103002
764,0.25,Randomized,0.26559689635705297
765,0.5,Randomized,0.5944619619561351
766,1.0,Randomized,0.8210554831837729
767,5.0,Randomized,0.8658902480915268
768,0.0,Naive,0.1703522078010568
769,0.025,Randomized,0.1703522078010568
770,0.05,Randomized,0.1703522078010568
771,0.1,Randomized,0.1703522078010568
772,0.25,Randomized,0.1703522078010568
773,0.5,Randomized,0.8899070833376149
774,1.0,Randomized,0.9474952967314945
775,5.0,Randomized,0.9305729311668367
776,0.0,Naive,0.17239598087654395
777,0.025,Randomized,0.17239598087654395
778,0.05,Randomized,0.17239598087654395
779,0.1,Randomized,0.8594623681014785
780,0.25,Randomized,0.8594623681014785
781,0.5,Randomized,0.8662622162957793
782,1.0,Randomized,0.6642219035320358
783,5.0,Randomized,0.9665448225955422
784,0.0,Naive,0.1801528931986642
785,0.025,Randomized,0.1801528931986642
786,0.05,Randomized,0.1801528931986642
787,0.1,Randomized,0.1801528931986642
788,0.25,Randomized,0.9706367426043081
789,0.5,Randomized,0.6255428330390334
790,1.0,Randomized,0.6255428330390334
791,5.0,Randomized,0.8242486711467333
792,0.0,Naive,0.13730940728888175
793,0.025,Randomized,0.13730940728888175
794,0.05,Randomized,0.13730940728888175
795,0.1,Randomized,0.13730940728888175
796,0.25,Randomized,0.9102608877597549
797,0.5,Randomized,0.9197172708381347
798,1.0,Randomized,0.7555905728152451
799,5.0,Randomized,0.9978478193764738
800,0.0,Naive,0.1943534689626594
801,0.025,Randomized,0.1943534689626594
802,0.05,Randomized,0.1943534689626594
803,0.1,Randomized,0.9681750655824188
804,0.25,Randomized,0.9681750655824188
805,0.5,Randomized,0.9681750655824188
806,1.0,Randomized,0.9681750655824188
807,5.0,Randomized,0.9987981444896642
808,0.0,Naive,0.14135852191576434
809,0.025,Randomized,0.14135852191576434
810,0.05,Randomized,0.14135852191576434
811,0.1,Randomized,0.14135852191576434
812,0.25,Randomized,0.14135852191576434
813,0.5,Randomized,0.36371811201421134
814,1.0,Randomized,0.7477197596606993
815,5.0,Randomized,0.9975143022114846
816,0.0,Naive,0.12189561867741514
817,0.025,Randomized,0.12189561867741514
818,0.05,Randomized,0.12189561867741514
819,0.1,Randomized,0.12189561867741514
820,0.25,Randomized,0.20441511541435742
821,0.5,Randomized,0.1969841032725836
822,1.0,Randomized,0.9888734654063058
823,5.0,Randomized,0.9528543580504152
824,0.0,Naive,0.15748089919974917
825,0.025,Randomized,0.15748089919974917
826,0.05,Randomized,0.15748089919974917
827,0.1,Randomized,0.8888363711576833
828,0.25,Randomized,0.15748089919974917
829,0.5,Randomized,0.9616928472002517
830,1.0,Randomized,0.8078417851392664
831,5.0,Randomized,0.9430976427776793
832,0.0,Naive,0.21203053830711954
833,0.025,Randomized,0.21203053830711954
834,0.05,Randomized,0.21203053830711954
835,0.1,Randomized,0.21203053830711954
836,0.25,Randomized,0.7819509817624309
837,0.5,Randomized,0.6866793083464042
838,1.0,Randomized,0.9815652276715668
839,5.0,Randomized,0.9931731574824622
840,0.0,Naive,0.16386998379093898
841,0.025,Randomized,0.16386998379093898
842,0.05,Randomized,0.16386998379093898
843,0.1,Randomized,0.9152356136351165
844,0.25,Randomized,0.9152356136351165
845,0.5,Randomized,0.9927904651450744
846,1.0,Randomized,0.5283551984171078
847,5.0,Randomized,0.9870833372667065
848,0.0,Naive,0.11855524168361796
849,0.025,Randomized,0.11855524168361796
850,0.05,Randomized,0.11855524168361796
851,0.1,Randomized,0.11855524168361796
852,0.25,Randomized,0.11855524168361796
853,0.5,Randomized,0.9437263895037451
854,1.0,Randomized,0.9850671507649404
855,5.0,Randomized,0.995559725354923
856,0.0,Naive,0.1920381367449201
857,0.025,Randomized,0.1920381367449201
858,0.05,Randomized,0.1920381367449201
859,0.1,Randomized,0.1920381367449201
860,0.25,Randomized,0.9203458605386201
861,0.5,Randomized,0.9203458605386201
862,1.0,Randomized,0.9731841761653
863,5.0,Randomized,0.8142814877217392
864,0.0,Naive,0.15248575191572508
865,0.025,Randomized,0.15248575191572508
866,0.05,Randomized,0.15248575191572508
867,0.1,Randomized,0.15248575191572508
868,0.25,Randomized,0.8541336643931796
869,0.5,Randomized,0.8541336643931796
870,1.0,Randomized,0.9187467666176261
871,5.0,Randomized,0.8633978280113779
872,0.0,Naive,0.1750635729216354
873,0.025,Randomized,0.1750635729216354
874,0.05,Randomized,0.1750635729216354
875,0.1,Randomized,0.1750635729216354
876,0.25,Randomized,0.24729465372908363
877,0.5,Randomized,0.22091186910930266
878,1.0,Randomized,0.9291764060573736
879,5.0,Randomized,0.9805331503641838
880,0.0,Naive,0.12544098820561572
881,0.025,Randomized,0.12544098820561572
882,0.05,Randomized,0.12544098820561572
883,0.1,Randomized,0.12544098820561572
884,0.25,Randomized,0.31414755823008134
885,0.5,Randomized,0.8955281110565338
886,1.0,Randomized,0.9878177795484676
887,5.0,Randomized,0.9934962970691931
888,0.0,Naive,0.17884028248825146
889,0.025,Randomized,0.17884028248825146
890,0.05,Randomized,0.17884028248825146
891,0.1,Randomized,0.17884028248825146
892,0.25,Randomized,0.6415481904503131
893,0.5,Randomized,0.6688910636616404
894,1.0,Randomized,0.6045577311406997
895,5.0,Randomized,0.9776755745535686
896,0.0,Naive,0.1280037133862155
897,0.025,Randomized,0.1280037133862155
898,0.05,Randomized,0.1280037133862155
899,0.1,Randomized,0.1280037133862155
900,0.25,Randomized,0.1280037133862155
901,0.5,Randomized,0.9847376432342198
902,1.0,Randomized,0.8790049603091703
903,5.0,Randomized,0.9952800166774314
904,0.0,Naive,0.12032647274871384
905,0.025,Randomized,0.12032647274871384
906,0.05,Randomized,0.12032647274871384
907,0.1,Randomized,0.12032647274871384
908,0.25,Randomized,0.12032647274871384
909,0.5,Randomized,0.9657338965987368
910,1.0,Randomized,0.9815243892721852
911,5.0,Randomized,0.9593930454789178
912,0.0,Naive,0.1572670592303932
913,0.025,Randomized,0.1572670592303932
914,0.05,Randomized,0.1572670592303932
915,0.1,Randomized,0.1572670592303932
916,0.25,Randomized,0.9962676404354975
917,0.5,Randomized,0.4748983405416043
918,1.0,Randomized,0.9479391585040081
919,5.0,Randomized,0.9373226925208827
920,0.0,Naive,0.11327626341838656
921,0.025,Randomized,0.11327626341838656
922,0.05,Randomized,0.11327626341838656
923,0.1,Randomized,0.11327626341838656
924,0.25,Randomized,0.11327626341838656
925,0.5,Randomized,0.929219440453598
926,1.0,Randomized,0.9627804043465046
927,5.0,Randomized,0.9984775901727905
928,0.0,Naive,0.09666706324834425
929,0.025,Randomized,0.09666706324834425
930,0.05,Randomized,0.09666706324834425
931,0.1,Randomized,0.09666706324834425
932,0.25,Randomized,0.1447645299061059
933,0.5,Randomized,0.8854374603790416
934,1.0,Randomized,0.9571748571897056
935,5.0,Randomized,0.9890085628379015
936,0.0,Naive,0.12197442511433869
937,0.025,Randomized,0.12197442511433869
938,0.05,Randomized,0.12197442511433869
939,0.1,Randomized,0.12197442511433869
940,0.25,Randomized,0.12197442511433869
941,0.5,Randomized,0.6669640464115004
942,1.0,Randomized,0.9719942954315657
943,5.0,Randomized,0.8964751578450152
944,0.0,Naive,0.10772858054610075
945,0.025,Randomized,0.10772858054610075
946,0.05,Randomized,0.10772858054610075
947,0.1,Randomized,0.10772858054610075
948,0.25,Randomized,0.10772858054610075
949,0.5,Randomized,0.10772858054610075
950,1.0,Randomized,0.7435450049901292
951,5.0,Randomized,0.9482617757112741
952,0.0,Naive,0.155837026347349
953,0.025,Randomized,0.13820165699684722
954,0.05,Randomized,0.13820165699684722
955,0.1,Randomized,0.155837026347349
956,0.25,Randomized,0.13820165699684722
957,0.5,Randomized,0.6084398830872852
958,1.0,Randomized,0.9827595616488088
959,5.0,Randomized,0.98042048903095
960,0.0,Naive,0.18413892554407624
961,0.025,Randomized,0.18413892554407624
962,0.05,Randomized,0.18413892554407624
963,0.1,Randomized,0.18413892554407624
964,0.25,Randomized,0.18413892554407624
965,0.5,Randomized,0.4729050577469197
966,1.0,Randomized,0.5900175405960351
967,5.0,Randomized,0.7036788151320906
968,0.0,Naive,0.16170259202015413
969,0.025,Randomized,0.16170259202015413
970,0.05,Randomized,0.16170259202015413
971,0.1,Randomized,0.17193390304343534
972,0.25,Randomized,0.16170259202015413
973,0.5,Randomized,0.8773733447053974
974,1.0,Randomized,0.9261119381944389
975,5.0,Randomized,0.9261119381944389
976,0.0,Naive,0.1444338285416966
977,0.025,Randomized,0.1444338285416966
978,0.05,Randomized,0.1444338285416966
979,0.1,Randomized,0.1444338285416966
980,0.25,Randomized,0.4096198794680765
981,0.5,Randomized,0.9313763546145958
982,1.0,Randomized,0.9618889805606501
983,5.0,Randomized,0.8453107369572166
984,0.0,Naive,0.14689040870258588
985,0.025,Randomized,0.14689040870258588
986,0.05,Randomized,0.14689040870258588
987,0.1,Randomized,0.14689040870258588
988,0.25,Randomized,0.14689040870258588
989,0.5,Randomized,0.9330609107601813
990,1.0,Randomized,0.9193682232277853
991,5.0,Randomized,0.9852154113042404
992,0.0,Naive,0.15513612489952747
993,0.025,Randomized,0.15513612489952747
994,0.05,Randomized,0.16084322115953364
995,0.1,Randomized,0.16084322115953364
996,0.25,Randomized,0.16084322115953364
997,0.5,Randomized,0.9388912978264115
998,1.0,Randomized,0.7677281109867338
999,5.0,Randomized,0.9789513404043427
1000,0.0,Naive,0.8073486861527321
1001,0.025,Randomized,0.8073486861527321
1002,0.05,Randomized,0.8073486861527321
1003,0.1,Randomized,0.8073486861527321
1004,0.25,Randomized,0.19300364729261907
1005,0.5,Randomized,0.19300364729261907
1006,1.0,Randomized,0.8774405442489555
1007,5.0,Randomized,0.9630449511104706
1008,0.0,Naive,0.14214534800064607
1009,0.025,Randomized,0.14214534800064607
1010,0.05,Randomized,0.14214534800064607
1011,0.1,Randomized,0.14214534800064607
1012,0.25,Randomized,0.14214534800064607
1013,0.5,Randomized,0.9475866391990522
1014,1.0,Randomized,0.9475866391990522
1015,5.0,Randomized,0.9749147563424769
1016,0.0,Naive,0.1486456046988499
1017,0.025,Randomized,0.1486456046988499
1018,0.05,Randomized,0.1486456046988499
1019,0.1,Randomized,0.1486456046988499
1020,0.25,Randomized,0.5504424321537892
1021,0.5,Randomized,0.860800683920678
1022,1.0,Randomized,0.3383442354755391
1023,5.0,Randomized,0.777837829217837
1024,0.0,Naive,0.12791109383518973
1025,0.025,Randomized,0.12791109383518973
1026,0.05,Randomized,0.12791109383518973
1027,0.1,Randomized,0.12791109383518973
1028,0.25,Randomized,0.12791109383518973
1029,0.5,Randomized,0.9334564989588044
1030,1.0,Randomized,0.9930003656047208
1031,5.0,Randomized,0.9353732700591546
1032,0.0,Naive,0.15299285952535338
1033,0.025,Randomized,0.15299285952535338
1034,0.05,Randomized,0.15299285952535338
1035,0.1,Randomized,0.15299285952535338
1036,0.25,Randomized,0.15299285952535338
1037,0.5,Randomized,0.9555736286503673
1038,1.0,Randomized,0.8800668421722488
1039,5.0,Randomized,0.9867755657658814
1040,0.0,Naive,0.14758410272248892
1041,0.025,Randomized,0.14758410272248892
1042,0.05,Randomized,0.14758410272248892
1043,0.1,Randomized,0.14758410272248892
1044,0.25,Randomized,0.22779505291534796
1045,0.5,Randomized,0.9995333724017533
1046,1.0,Randomized,0.9854448507696452
1047,5.0,Randomized,0.9776035812809513
1048,0.0,Naive,0.22156587218463472
1049,0.025,Randomized,0.22156587218463472
1050,0.05,Randomized,0.22156587218463472
1051,0.1,Randomized,0.22156587218463472
1052,0.25,Randomized,0.22156587218463472
1053,0.5,Randomized,0.734107593025518
1054,1.0,Randomized,0.9772190114288349
1055,5.0,Randomized,0.9075307140930101
1056,0.0,Naive,0.15129528349077107
1057,0.025,Randomized,0.15129528349077107
1058,0.05,Randomized,0.15129528349077107
1059,0.1,Randomized,0.15129528349077107
1060,0.25,Randomized,0.15129528349077107
1061,0.5,Randomized,0.9214987836215809
1062,1.0,Randomized,0.5630857514360541
1063,5.0,Randomized,0.996846072892882
1064,0.0,Naive,0.19298474203692897
1065,0.025,Randomized,0.19298474203692897
1066,0.05,Randomized,0.2145623996778832
1067,0.1,Randomized,0.19298474203692897
1068,0.25,Randomized,0.19298474203692897
1069,0.5,Randomized,0.8542409538347311
1070,1.0,Randomized,0.9174506516958196
1071,5.0,Randomized,0.9990588507665358
1072,0.0,Naive,0.15241244279476956
1073,0.025,Randomized,0.15241244279476956
1074,0.05,Randomized,0.15241244279476956
1075,0.1,Randomized,0.15241244279476956
1076,0.25,Randomized,0.15241244279476956
1077,0.5,Randomized,0.8831109273790712
1078,1.0,Randomized,0.9260807809737585
1079,5.0,Randomized,0.994397009464708
1080,0.0,Naive,0.1281772665345254
1081,0.025,Randomized,0.1281772665345254
1082,0.05,Randomized,0.1281772665345254
1083,0.1,Randomized,0.1281772665345254
1084,0.25,Randomized,0.26340440173289426
1085,0.5,Randomized,0.8722220789703514
1086,1.0,Randomized,0.9688109845787995
1087,5.0,Randomized,0.9800367696405317
1088,0.0,Naive,0.12359715505271109
1089,0.025,Randomized,0.12359715505271109
1090,0.05,Randomized,0.12359715505271109
1091,0.1,Randomized,0.12359715505271109
1092,0.25,Randomized,0.12359715505271109
1093,0.5,Randomized,0.9290253021915665
1094,1.0,Randomized,0.9886956311072485
1095,5.0,Randomized,0.9342951271545239
1096,0.0,Naive,0.15545405408997737
1097,0.025,Randomized,0.15545405408997737
1098,0.05,Randomized,0.15545405408997737
1099,0.1,Randomized,0.15545405408997737
1100,0.25,Randomized,0.9487904797552807
1101,0.5,Randomized,0.9487904797552807
1102,1.0,Randomized,0.9487904797552807
1103,5.0,Randomized,0.9875414204176529
1104,0.0,Naive,0.20283495650911718
1105,0.025,Randomized,0.20283495650911718
1106,0.05,Randomized,0.20283495650911718
1107,0.1,Randomized,0.2348475197946579
1108,0.25,Randomized,0.20283495650911718
1109,0.5,Randomized,0.5300064214678661
1110,1.0,Randomized,0.613693184888779
1111,5.0,Randomized,0.9952379158401408
1112,0.0,Naive,0.19994454349723303
1113,0.025,Randomized,0.19994454349723303
1114,0.05,Randomized,0.19994454349723303
1115,0.1,Randomized,0.19994454349723303
1116,0.25,Randomized,0.9449721963467154
1117,0.5,Randomized,0.8568520825272515
1118,1.0,Randomized,0.8568520825272515
1119,5.0,Randomized,0.9033381991018183
1120,0.0,Naive,0.18693918171392143
1121,0.025,Randomized,0.18693918171392143
1122,0.05,Randomized,0.18693918171392143
1123,0.1,Randomized,0.20322485159604825
1124,0.25,Randomized,0.20322485159604825
1125,0.5,Randomized,0.9264519798066145
1126,1.0,Randomized,0.9776424629049414
1127,5.0,Randomized,0.7963891928266064
1128,0.0,Naive,0.15152133739304205
1129,0.025,Randomized,0.15152133739304205
1130,0.05,Randomized,0.15152133739304205
1131,0.1,Randomized,0.8756726161069477
1132,0.25,Randomized,0.15152133739304205
1133,0.5,Randomized,0.8985078176865913
1134,1.0,Randomized,0.9843983389546053
1135,5.0,Randomized,0.8640934317293243
1136,0.0,Naive,0.19975091300686654
1137,0.025,Randomized,0.19975091300686654
1138,0.05,Randomized,0.19975091300686654
1139,0.1,Randomized,0.19975091300686654
1140,0.25,Randomized,0.966175505831261
1141,0.5,Randomized,0.8111355359078866
1142,1.0,Randomized,0.8099418330507122
1143,5.0,Randomized,0.9711332336244048
1144,0.0,Naive,0.19249908243107203
1145,0.025,Randomized,0.19249908243107203
1146,0.05,Randomized,0.19249908243107203
1147,0.1,Randomized,0.19249908243107203
1148,0.25,Randomized,0.19249908243107203
1149,0.5,Randomized,0.5769218827037301
1150,1.0,Randomized,0.8722227313027425
1151,5.0,Randomized,0.9323455025462931
1152,0.0,Naive,0.09920003695374775
1153,0.025,Randomized,0.09920003695374775
1154,0.05,Randomized,0.09920003695374775
1155,0.1,Randomized,0.09920003695374775
1156,0.25,Randomized,0.09920003695374775
1157,0.5,Randomized,0.9028390839926043
1158,1.0,Randomized,0.943390142449251
1159,5.0,Randomized,0.9621507944351292
1160,0.0,Naive,0.12243666318905613
1161,0.025,Randomized,0.12243666318905613
1162,0.05,Randomized,0.12243666318905613
1163,0.1,Randomized,0.12243666318905613
1164,0.25,Randomized,0.12243666318905613
1165,0.5,Randomized,0.6230213388431063
1166,1.0,Randomized,0.9127465930870021
1167,5.0,Randomized,0.9947976063005223
1168,0.0,Naive,0.13904162575832635
1169,0.025,Randomized,0.13904162575832635
1170,0.05,Randomized,0.13904162575832635
1171,0.1,Randomized,0.13904162575832635
1172,0.25,Randomized,0.37171635210305226
1173,0.5,Randomized,0.7599221159123527
1174,1.0,Randomized,0.46567530924993894
1175,5.0,Randomized,0.9999448850054606
1176,0.0,Naive,0.14628543900285834
1177,0.025,Randomized,0.14628543900285834
1178,0.05,Randomized,0.14628543900285834
1179,0.1,Randomized,0.14628543900285834
1180,0.25,Randomized,0.14628543900285834
1181,0.5,Randomized,0.14628543900285834
1182,1.0,Randomized,0.9926515248446123
1183,5.0,Randomized,0.9823119358380756
1184,0.0,Naive,0.18856538328872005
1185,0.025,Randomized,0.18856538328872005
1186,0.05,Randomized,0.18856538328872005
1187,0.1,Randomized,0.18856538328872005
1188,0.25,Randomized,0.18856538328872005
1189,0.5,Randomized,0.38599863038870236
1190,1.0,Randomized,0.5748958280406217
1191,5.0,Randomized,0.9229509220581337
1192,0.0,Naive,0.13391027985133314
1193,0.025,Randomized,0.13391027985133314
1194,0.05,Randomized,0.13391027985133314
1195,0.1,Randomized,0.13391027985133314
1196,0.25,Randomized,0.13391027985133314
1197,0.5,Randomized,0.9552977785156304
1198,1.0,Randomized,0.8864798191435603
1199,5.0,Randomized,0.9590527904521977
1200,0.0,Naive,0.18494878344990429
1201,0.025,Randomized,0.18494878344990429
1202,0.05,Randomized,0.18494878344990429
1203,0.1,Randomized,0.18494878344990429
1204,0.25,Randomized,0.9057612774240619
1205,0.5,Randomized,0.9602117622692383
1206,1.0,Randomized,0.8476035685411871
1207,5.0,Randomized,0.9805821098529094
1208,0.0,Naive,0.8796886109055078
1209,0.025,Randomized,0.8796886109055078
1210,0.05,Randomized,0.8796886109055078
1211,0.1,Randomized,0.8796886109055078
1212,0.25,Randomized,0.8796886109055078
1213,0.5,Randomized,0.6180456947007108
1214,1.0,Randomized,0.8229767088634178
1215,5.0,Randomized,0.9661174319021876
1216,0.0,Naive,0.21638313238543924
1217,0.025,Randomized,0.21638313238543924
1218,0.05,Randomized,0.21638313238543924
1219,0.1,Randomized,0.8394579174831114
1220,0.25,Randomized,0.8394579174831114
1221,0.5,Randomized,0.25243517419434564
1222,1.0,Randomized,0.5119988793542922
1223,5.0,Randomized,0.8703930866528975
1224,0.0,Naive,0.17618114195596524
1225,0.025,Randomized,0.17618114195596524
1226,0.05,Randomized,0.17618114195596524
1227,0.1,Randomized,0.17618114195596524
1228,0.25,Randomized,0.17618114195596524
1229,0.5,Randomized,0.17618114195596524
1230,1.0,Randomized,0.9676917095184208
1231,5.0,Randomized,0.8734064378223486
1232,0.0,Naive,0.10052602197960996
1233,0.025,Randomized,0.10052602197960996
1234,0.05,Randomized,0.10052602197960996
1235,0.1,Randomized,0.10052602197960996
1236,0.25,Randomized,0.10052602197960996
1237,0.5,Randomized,0.8758784398079232
1238,1.0,Randomized,0.9349389381453722
1239,5.0,Randomized,0.9864323001154935
1240,0.0,Naive,0.13348012439269957
1241,0.025,Randomized,0.13348012439269957
1242,0.05,Randomized,0.13348012439269957
1243,0.1,Randomized,0.13348012439269957
1244,0.25,Randomized,0.13348012439269957
1245,0.5,Randomized,0.8946531896250829
1246,1.0,Randomized,0.889327798714608
1247,5.0,Randomized,0.9913100844380428
1248,0.0,Naive,0.14646027089592073
1249,0.025,Randomized,0.14646027089592073
1250,0.05,Randomized,0.14646027089592073
1251,0.1,Randomized,0.14646027089592073
1252,0.25,Randomized,0.14646027089592073
1253,0.5,Randomized,0.2089574540420452
1254,1.0,Randomized,0.9098565233403222
1255,5.0,Randomized,0.9390986102066056
1256,0.0,Naive,0.15521440742653242
1257,0.025,Randomized,0.15521440742653242
1258,0.05,Randomized,0.15521440742653242
1259,0.1,Randomized,0.15521440742653242
1260,0.25,Randomized,0.15521440742653242
1261,0.5,Randomized,0.8368896424800288
1262,1.0,Randomized,0.8625946418204529
1263,5.0,Randomized,0.9836676207641298
1264,0.0,Naive,0.16599058120484356
1265,0.025,Randomized,0.16599058120484356
1266,0.05,Randomized,0.16599058120484356
1267,0.1,Randomized,0.16599058120484356
1268,0.25,Randomized,0.2255745349438838
1269,0.5,Randomized,0.5284083137015905
1270,1.0,Randomized,0.823975324022874
1271,5.0,Randomized,0.9913418344079575
1272,0.0,Naive,0.1931140435345677
1273,0.025,Randomized,0.1931140435345677
1274,0.05,Randomized,0.1931140435345677
1275,0.1,Randomized,0.1931140435345677
1276,0.25,Randomized,0.1931140435345677
1277,0.5,Randomized,0.9304842715691043
1278,1.0,Randomized,0.9782417454837593
1279,5.0,Randomized,0.9488992090181305
1280,0.0,Naive,0.1807727152801703
1281,0.025,Randomized,0.1807727152801703
1282,0.05,Randomized,0.1807727152801703
1283,0.1,Randomized,0.1807727152801703
1284,0.25,Randomized,0.991781500469733
1285,0.5,Randomized,0.6363548474305893
1286,1.0,Randomized,0.7911640605703492
1287,5.0,Randomized,0.9649491740714886
1288,0.0,Naive,0.19297891869608788
1289,0.025,Randomized,0.19297891869608788
1290,0.05,Randomized,0.8992645092393192
1291,0.1,Randomized,0.20164266111418408
1292,0.25,Randomized,0.8881097991445792
1293,0.5,Randomized,0.8881097991445792
1294,1.0,Randomized,0.9995489844778446
1295,5.0,Randomized,0.9337276334342818
1296,0.0,Naive,0.11443917422870441
1297,0.025,Randomized,0.11443917422870441
1298,0.05,Randomized,0.11443917422870441
1299,0.1,Randomized,0.11443917422870441
1300,0.25,Randomized,0.9055912911735978
1301,0.5,Randomized,0.11443917422870441
1302,1.0,Randomized,0.9212447839660126
1303,5.0,Randomized,0.7536313534069944
1304,0.0,Naive,0.2047125366121993
1305,0.025,Randomized,0.2047125366121993
1306,0.05,Randomized,0.2047125366121993
1307,0.1,Randomized,0.2047125366121993
1308,0.25,Randomized,0.2047125366121993
1309,0.5,Randomized,0.896014565375806
1310,1.0,Randomized,0.7127223874471116
1311,5.0,Randomized,0.9984710090896698
1312,0.0,Naive,0.20719208759262375
1313,0.025,Randomized,0.20719208759262375
1314,0.05,Randomized,0.20719208759262375
1315,0.1,Randomized,0.20719208759262375
1316,0.25,Randomized,0.8352213444693768
1317,0.5,Randomized,0.7045122609876269
1318,1.0,Randomized,0.9250683797005002
1319,5.0,Randomized,0.9873642280787911
1320,0.0,Naive,0.16384110054517348
1321,0.025,Randomized,0.16384110054517348
1322,0.05,Randomized,0.16384110054517348
1323,0.1,Randomized,0.16384110054517348
1324,0.25,Randomized,0.16384110054517348
1325,0.5,Randomized,0.9500412122238134
1326,1.0,Randomized,0.9387197716472048
1327,5.0,Randomized,0.953100094393588
1328,0.0,Naive,0.16001741822972285
1329,0.025,Randomized,0.16001741822972285
1330,0.05,Randomized,0.16001741822972285
1331,0.1,Randomized,0.16001741822972285
1332,0.25,Randomized,0.16001741822972285
1333,0.5,Randomized,0.9399593646458203
1334,1.0,Randomized,0.9702641010135584
1335,5.0,Randomized,0.7101777437597802
1336,0.0,Naive,0.18730215906362158
1337,0.025,Randomized,0.18730215906362158
1338,0.05,Randomized,0.18730215906362158
1339,0.1,Randomized,0.18730215906362158
1340,0.25,Randomized,0.18730215906362158
1341,0.5,Randomized,0.9073895437890065
1342,1.0,Randomized,0.9073895437890065
1343,5.0,Randomized,0.9923112725391664
1344,0.0,Naive,0.13915018391191858
1345,0.025,Randomized,0.13915018391191858
1346,0.05,Randomized,0.13915018391191858
1347,0.1,Randomized,0.13915018391191858
1348,0.25,Randomized,0.13915018391191858
1349,0.5,Randomized,0.9828835330128143
1350,1.0,Randomized,0.9828835330128143
1351,5.0,Randomized,0.9566528500050833
1352,0.0,Naive,0.13603765823452607
1353,0.025,Randomized,0.13603765823452607
1354,0.05,Randomized,0.13603765823452607
1355,0.1,Randomized,0.8907431857326856
1356,0.25,Randomized,0.8907431857326856
1357,0.5,Randomized,0.9620288560521103
1358,1.0,Randomized,0.9620288560521103
1359,5.0,Randomized,0.9620288560521103
1360,0.0,Naive,0.14081839171764654
1361,0.025,Randomized,0.14081839171764654
1362,0.05,Randomized,0.14081839171764654
1363,0.1,Randomized,0.14081839171764654
1364,0.25,Randomized,0.936767578049318
1365,0.5,Randomized,0.936767578049318
1366,1.0,Randomized,0.8699029830761194
1367,5.0,Randomized,0.9056280378901856
1368,0.0,Naive,0.13710354955703558
1369,0.025,Randomized,0.13710354955703558
1370,0.05,Randomized,0.13710354955703558
1371,0.1,Randomized,0.13710354955703558
1372,0.25,Randomized,0.13710354955703558
1373,0.5,Randomized,0.8440569350417092
1374,1.0,Randomized,0.6846802357033914
1375,5.0,Randomized,0.9894541934283925
1376,0.0,Naive,0.12454858096317892
1377,0.025,Randomized,0.12454858096317892
1378,0.05,Randomized,0.12454858096317892
1379,0.1,Randomized,0.12454858096317892
1380,0.25,Randomized,0.958510505741348
1381,0.5,Randomized,0.9065568410967441
1382,1.0,Randomized,0.9029596377286797
