tau,delta,effect_size,reject
0.05,16.25,1.9449326208851154,1
0.05,16.25,1.9422797313517226,1
0.05,16.25,1.9119215772057372,1
0.05,16.25,1.9127394572024141,1
0.05,16.25,1.868086971797019,1
0.05,16.25,1.8739019829260803,1
0.05,16.25,1.9129515017462828,1
0.05,16.25,1.932924735837814,1
0.05,16.25,1.9609005683360858,1
0.05,16.25,1.9376374564465244,1
0.05,16.25,1.9708604921643573,1
0.05,16.25,1.9248055487470417,1
0.05,18.125,1.9857549512386905,1
0.05,18.125,1.9421554927232507,1
0.05,18.125,1.9760494650001998,1
0.05,18.125,1.9227067729286893,1
0.05,18.125,1.885201526806837,1
0.05,18.125,1.91397603227903,1
0.05,18.125,1.878102499030157,1
0.05,18.125,1.8302492085926367,1
0.05,18.125,1.950913358877571,1
0.05,18.125,1.9049800367707967,1
0.05,18.125,1.863434940462412,1
0.05,18.125,1.9420336729760588,1
0.05,18.125,1.924118883104587,1
0.05,18.125,1.964288216728003,1
0.05,18.125,1.9331165818215565,1
0.05,18.125,1.886190851954636,1
0.05,18.125,1.8625741462891445,1
0.05,18.125,1.9303010622302135,1
0.05,18.125,2.0000302609217004,1
0.05,18.125,1.9955226218376831,1
0.05,18.125,1.9371395285551987,1
0.05,18.125,1.9899766986729097,1
0.05,18.125,1.9341133786492621,1
0.05,18.125,1.885775952148476,1
0.05,18.125,1.9250559747708782,1
0.05,18.125,1.9304683835661498,1
0.05,18.125,1.9414141728868763,1
0.05,18.125,1.937542094466486,1
0.05,18.125,1.9430375507255713,1
0.05,18.125,1.9376390212661427,1
0.05,20.0,1.9749321369064876,1
0.05,20.0,1.916535708734284,1
0.05,20.0,1.9300214575476717,1
0.05,20.0,1.9701454125580218,1
0.05,20.0,1.8657411063592846,1
0.05,20.0,1.9473371695979853,1
0.05,20.0,2.0473231746567433,1
0.05,20.0,1.90151535182627,1
0.05,20.0,1.916430470629707,1
0.05,20.0,2.016989499949505,1
0.05,20.0,1.9102035251525802,1
0.05,20.0,1.8650293148541637,1
0.05,20.0,1.8869511611891847,1
0.05,20.0,1.9710170415496528,1
0.05,20.0,1.8908415260831717,1
0.05,20.0,1.901914812908886,1
0.05,20.0,1.8718000889539552,1
0.05,20.0,1.9091234493849694,1
0.05,20.0,1.9293189817205554,1
0.05,20.0,1.9633001484455077,1
0.05,20.0,1.9762199561639469,1
0.05,20.0,1.8883887927038847,1
0.05,20.0,1.923346906138058,1
0.05,20.0,1.8831465146267743,1
0.05,20.0,1.9297987944960537,1
0.05,20.0,1.924724404622703,1
0.05,20.0,1.9623948378109737,1
0.05,20.0,1.996185052855206,1
0.05,20.0,1.9832563165480996,1
0.05,20.0,1.9508690552189891,1
0.1,5.0,1.4626931999702446,1
0.1,5.0,1.7048869673179476,1
0.1,5.0,1.4609779044959061,1
0.1,5.0,1.7258276019110153,1
0.1,5.0,1.7440489995925095,1
0.1,5.0,1.6195586535192454,1
0.1,5.0,1.5684967966327164,1
0.1,5.0,1.5476955561429286,0
0.1,5.0,1.3170510204391976,0
0.1,5.0,1.2221686241615257,1
0.1,5.0,1.446671585292929,1
0.1,5.0,1.4391810206200946,1
0.1,5.0,1.7886306046294231,1
0.1,5.0,1.8975899011172643,1
0.1,5.0,1.7888424573218744,1
0.1,5.0,1.739910371843438,1
0.1,5.0,1.5968674416999555,1
0.1,5.0,1.5329606125898518,1
0.1,5.0,1.737149092060009,1
0.1,5.0,1.466738641140957,0
0.1,5.0,1.5291363735654264,0
0.1,5.0,2.357070205176181,1
0.1,5.0,1.0425911010156608,0
0.1,5.0,1.5201993759360393,0
0.1,5.0,1.8144267996638954,1
0.1,5.0,1.6385868449796044,1
0.1,5.0,1.810365293924271,1
0.1,5.0,1.2252950868134558,0
0.1,5.0,2.0609133018980765,1
0.1,5.0,1.3922572167140435,0
0.1,6.875,1.8415509223432116,1
0.1,6.875,1.778257855756834,1
0.1,6.875,1.754034025867682,1
0.1,6.875,1.7145279560573423,1
0.1,6.875,1.6686095690997855,1
0.1,6.875,1.746889244772977,1
0.1,6.875,1.8297914923550067,1
0.1,6.875,1.6380438214820618,1
0.1,6.875,1.820386210176341,1
0.1,6.875,1.733209354770363,1
0.1,6.875,1.8671098137815512,1
0.1,6.875,1.7530165725553917,1
0.1,6.875,1.69654989954363,1
0.1,6.875,2.0363744301989297,1
0.1,6.875,1.7495796743470775,1
0.1,6.875,1.6202601411333384,1
0.1,6.875,1.3788405518483369,0
0.1,6.875,1.608178887834544,1
0.1,6.875,1.741960560606568,1
0.1,6.875,1.720234715284642,1
0.1,6.875,1.8094337641554301,1
0.1,6.875,1.760031565300441,1
0.1,6.875,1.0432181557131395,1
0.1,6.875,1.401064870182277,1
0.1,6.875,1.8136529740901661,1
0.1,6.875,1.9597954664161978,1
0.1,6.875,1.8894811902637902,1
0.1,6.875,1.8586165365832363,1
0.1,6.875,1.5522004266311973,1
0.1,6.875,1.8289613133249187,1
0.1,8.75,1.8149129815549463,1
0.1,8.75,1.7922733262947708,1
0.1,8.75,1.856601974194586,1
0.1,8.75,1.7952527720342795,1
0.1,8.75,1.8549945898061435,1
0.1,8.75,1.7450988688381721,1
0.1,8.75,1.8087086015680456,1
0.1,8.75,1.8069538989813645,1
0.1,8.75,1.767673507493848,1
0.1,8.75,1.716588172424187,1
0.1,8.75,1.8399005611652768,1
0.1,8.75,1.76286275630316,1
0.1,8.75,1.899593555851486,1
0.1,8.75,1.8065728191885198,1
0.1,8.75,1.820190970768487,1
0.1,8.75,1.769516095637839,1
0.1,8.75,1.8850618117397269,1
0.1,8.75,1.9505354046742933,1
0.1,8.75,1.876915926370245,1
0.1,8.75,1.780615513699854,1
0.1,8.75,1.8574018349444263,1
0.1,8.75,1.980001393488935,1
0.1,8.75,1.7548862048708669,1
0.1,8.75,1.8223182383488798,1
0.1,8.75,1.9523927346078995,1
0.1,8.75,1.8241678263527517,1
0.1,8.75,1.8412879878019297,1
0.1,8.75,1.8813294697727903,1
0.1,8.75,1.8745004621208583,1
0.1,8.75,1.8668088523764288,1
0.1,10.625,1.9646999202348763,1
0.1,10.625,1.874076432097469,1
0.1,10.625,2.1060889563916745,1
0.1,10.625,1.8813281296719497,1
0.1,10.625,1.9157257134225365,1
0.1,10.625,1.7115922916221238,1
0.1,10.625,1.8096188603796226,1
0.1,10.625,1.7778055133101518,1
0.1,10.625,1.881422667277429,1
0.1,10.625,1.9462103169141602,1
0.1,10.625,1.9400671384047021,1
0.1,10.625,2.0034375711475017,1
0.1,10.625,1.9949339418965033,1
0.1,10.625,1.8785249877684158,1
0.1,10.625,2.005317916879836,1
0.1,10.625,1.8807928602369184,1
0.1,10.625,1.9018364140836215,1
0.1,10.625,1.8058995638976327,1
0.1,10.625,1.747331929532428,1
0.1,10.625,1.9287389770765753,1
0.1,10.625,1.8901100506147435,1
0.1,10.625,1.802407850607622,1
0.1,10.625,1.9295748820702776,1
0.1,10.625,1.9111922496528075,1
0.1,10.625,1.958099594828373,1
0.1,10.625,1.967274959973701,1
0.1,10.625,1.822434830449032,1
0.1,10.625,1.8172401936057705,1
0.1,10.625,1.865413301551131,1
0.1,10.625,1.9668214931205026,1
0.1,12.5,1.8526592924928547,1
0.1,12.5,1.8122728532376498,1
0.1,12.5,1.8668817434135054,1
0.1,12.5,1.9180603839158374,1
0.1,12.5,1.9314046297979177,1
0.1,12.5,1.9312011255691055,1
0.1,12.5,1.8674105299034849,1
0.1,12.5,1.9807614498914838,1
0.1,12.5,1.9364044420965925,1
0.1,12.5,1.8990102053584537,1
0.1,12.5,1.9975826322085386,1
0.1,12.5,2.0440338193628778,1
0.1,12.5,1.9031967528616236,1
0.1,12.5,1.9488119318496895,1
0.1,12.5,1.8713893414368707,1
0.1,12.5,1.9360905192004516,1
0.1,12.5,2.0411628327806093,1
0.1,12.5,2.0076768274679377,1
0.1,12.5,1.9517331888777372,1
0.1,12.5,1.9799141888056218,1
0.1,12.5,1.8834405305064048,1
0.1,12.5,1.9014182378000322,1
0.1,12.5,1.9199332228812094,1
0.1,12.5,2.089110369721753,1
0.1,12.5,1.8480299453560283,1
0.1,12.5,2.010255096831953,1
0.1,12.5,1.788064446866768,1
0.1,12.5,1.793609198263197,1
0.1,12.5,1.8101870320912745,1
0.1,12.5,1.821185223608726,1
0.1,14.375,1.9223896204958897,1
0.1,14.375,1.862892323071871,1
0.1,14.375,1.808199000645525,1
0.1,14.375,1.9342866455317853,1
0.1,14.375,1.9077269241938424,1
0.1,14.375,1.8307035850251565,1
0.1,14.375,1.9315112205360614,1
0.1,14.375,1.902246331620641,1
0.1,14.375,1.8936220106376882,1
0.1,14.375,2.091374342076305,1
0.1,14.375,2.0213627732763735,1
0.1,14.375,2.0399104247890656,1
0.1,14.375,1.8413855016626401,1
0.1,14.375,1.8731656189171126,1
0.1,14.375,1.8904093431517037,1
0.1,14.375,1.8056897573073394,1
0.1,14.375,1.8976085010316273,1
0.1,14.375,1.8590717751943058,1
0.1,14.375,1.852162022923905,1
0.1,14.375,1.881601310897606,1
0.1,14.375,1.978019049963709,1
0.1,14.375,1.920054409428476,1
0.1,14.375,1.9422564435166974,1
0.1,14.375,1.8697797248742278,1
0.1,14.375,1.8747341518784995,1
0.1,14.375,1.8559961346085796,1
0.1,14.375,1.8062032472839336,1
0.1,14.375,2.0322939513247897,1
0.1,14.375,1.9912127794702221,1
0.1,14.375,1.9455668343622952,1
0.1,16.25,1.9712182406128678,1
0.1,16.25,1.996739993017434,1
0.1,16.25,1.9001159638135035,1
0.1,16.25,1.955539942653305,1
0.1,16.25,2.055915436593148,1
0.1,16.25,1.9180943547977423,1
0.1,16.25,1.9832138400096144,1
0.1,16.25,1.848739041758995,1
0.1,16.25,1.9184574365952407,1
0.1,16.25,1.880744550989046,1
0.1,16.25,1.8738010017782478,1
0.1,16.25,1.828577803093747,1
0.1,16.25,1.99469770304806,1
0.1,16.25,1.7973169985643453,1
0.1,16.25,1.8877101391382993,1
0.1,16.25,2.0298003559426174,1
0.1,16.25,1.982731730820408,1
0.1,16.25,1.9524187417591594,1
0.1,16.25,1.986673183026342,1
0.1,16.25,2.0293818041281204,1
0.1,16.25,1.9179494222204017,1
0.1,16.25,1.9843029749108463,1
0.1,16.25,1.8642938020314745,1
0.1,16.25,1.88494955685873,1
0.1,16.25,1.9972169924298124,1
0.1,16.25,1.9659445126115185,1
0.1,16.25,1.972008548073749,1
0.1,16.25,2.0258301249315345,1
0.1,16.25,1.985654324925415,1
0.1,16.25,1.9758761222398706,1
0.1,18.125,1.951373802111189,1
0.1,18.125,1.9737441571006835,1
0.1,18.125,1.8675697147536081,1
0.1,18.125,1.949626385203365,1
0.1,18.125,1.97352996334001,1
0.1,18.125,1.907690306010921,1
0.1,18.125,1.9392130600725457,1
0.1,18.125,1.9254790528065489,1
0.1,18.125,1.8710047520209803,1
0.1,18.125,1.9525946810976698,1
0.1,18.125,1.9726392404155715,1
0.1,18.125,1.8883552660619967,1
0.1,18.125,1.894288575414113,1
0.1,18.125,1.9381117700306814,1
0.1,18.125,1.959491089097911,1
0.1,18.125,1.8907260386847546,1
0.1,18.125,1.9316896590157244,1
0.1,18.125,1.9135311025319734,1
0.1,18.125,2.0041540043665322,1
0.1,18.125,1.9449409642991264,1
0.1,18.125,1.9365845624841862,1
0.1,18.125,1.993756605052974,1
0.1,18.125,1.983270335140337,1
0.1,18.125,2.033625023490155,1
0.1,18.125,2.0226911440336988,1
0.1,18.125,1.844695249671265,1
0.1,18.125,1.861748133187339,1
0.1,18.125,1.8835798836493716,1
0.1,18.125,2.000673362999354,1
0.1,18.125,1.9155347526263464,1
0.1,20.0,1.8833410968255617,1
0.1,20.0,1.926517972300484,1
0.1,20.0,1.9026218292496893,1
0.1,20.0,1.9291972436810383,1
0.1,20.0,1.8989548298386913,1
0.1,20.0,1.9062163781580606,1
0.1,20.0,1.9457732671631356,1
0.1,20.0,1.9726170837805979,1
0.1,20.0,1.9657177778248316,1
0.1,20.0,2.0050028304711085,1
0.1,20.0,1.894673921196594,1
0.1,20.0,2.0080111472178497,1
0.1,20.0,1.9087424457632418,1
0.1,20.0,2.0069702828405394,1
0.1,20.0,1.9231556469227187,1
0.1,20.0,1.911786393982117,1
0.1,20.0,1.9030387325805052,1
0.1,20.0,1.9020862296896175,1
0.1,20.0,1.9196259358448355,1
0.1,20.0,1.965544851079092,1
0.1,20.0,1.968179984898737,1
0.1,20.0,1.9029820524180023,1
0.1,20.0,1.8673015191334383,1
0.1,20.0,1.9044168127290602,1
0.1,20.0,1.901317776175351,1
0.1,20.0,1.9438051426532261,1
0.1,20.0,1.901163010546417,1
0.1,20.0,1.8910989766535096,1
0.1,20.0,1.9620461075010247,1
0.1,20.0,1.9384601248892226,1
0.5,5.0,0.8650415187176315,0
0.5,5.0,0.9297899880806867,0
0.5,5.0,0.14542907650490572,0
0.5,5.0,0.5351175145348593,0
0.5,5.0,0.14852269653139588,0
0.5,5.0,0.5082293973159739,0
0.5,5.0,0.2035714940074676,0
0.5,5.0,0.36815601328495406,0
0.5,5.0,0.43965383833534144,0
0.5,5.0,1.0250428589509297,0
0.5,5.0,1.0875856191182407,0
0.5,5.0,0.27474855602917664,0
0.5,5.0,0.5139928697301057,0
0.5,5.0,0.19207467716589247,0
0.5,5.0,0.6531792454837806,0
0.5,5.0,0.9966637650275493,0
0.5,5.0,0.3624298669023486,0
0.5,5.0,0.8629390620192102,0
0.5,5.0,1.0269436186545902,1
0.5,5.0,1.0212561419965516,1
0.5,5.0,0.4126629781754067,0
0.5,5.0,0.4898346787716664,0
0.5,5.0,0.6828435576706302,0
0.5,5.0,0.16820827523809204,0
0.5,5.0,0.7915192037913086,0
0.5,5.0,0.8095188604481101,0
0.5,5.0,0.1312033491404137,0
0.5,5.0,0.8121179397469697,0
0.5,5.0,0.5290271221573938,0
0.5,5.0,0.7850258135068174,1
0.5,6.875,0.9778660156256748,0
0.5,6.875,0.9164045465059658,0
0.5,6.875,0.08435719422387682,0
0.5,6.875,1.0230654975243012,1
0.5,6.875,0.9711251715634243,1
0.5,6.875,0.3719197072726835,0
0.5,6.875,0.5000060401538192,0
0.5,6.875,0.8642430689379011,0
0.5,6.875,0.5892291018871837,0
0.5,6.875,0.9546003809700625,0
0.5,6.875,0.6035008959897108,0
0.5,6.875,0.6142852819681845,0
0.5,6.875,0.46502902729203766,0
0.5,6.875,0.6995471401753747,0
0.5,6.875,0.33925907792048565,0
0.5,6.875,1.5067300007296873,1
0.5,6.875,1.242910069789225,1
0.5,6.875,0.7172759227407626,0
0.5,6.875,1.0311964595171064,1
0.5,6.875,1.1203565341201431,0
0.5,6.875,0.15552076741297063,0
0.5,6.875,0.9216229356216249,0
0.5,6.875,0.5745162371614154,0
0.5,6.875,0.5424517805945385,0
0.5,6.875,0.9968272727568309,0
0.5,6.875,1.3324515917591833,1
0.5,6.875,0.665996521184344,0
0.5,6.875,0.4294369971925576,0
0.5,6.875,0.34447713188609835,0
0.5,6.875,0.3590729678664367,0
0.5,8.75,0.8183386763014914,0
0.5,8.75,0.6787370722707181,0
0.5,8.75,1.0766429380450682,1
0.5,8.75,0.7041241036323418,0
0.5,8.75,0.6849546670454484,0
0.5,8.75,0.68114900225917,0
0.5,8.75,0.659158351969228,0
0.5,8.75,0.5651703940736879,0
0.5,8.75,0.10660693330829181,0
0.5,8.75,0.9618970434471596,0
0.5,8.75,1.1362243021604173,0
0.5,8.75,0.2799477235504003,0
0.5,8.75,0.6994476109543164,0
0.5,8.75,0.7157273949146716,0
0.5,8.75,0.19338938722954177,0
0.5,8.75,0.602717489038914,0
0.5,8.75,1.186211150527295,1
0.5,8.75,0.8181616707835294,0
0.5,8.75,0.5042622890854251,0
0.5,8.75,0.6957199120536143,0
0.5,8.75,1.160157680893373,0
0.5,8.75,1.7640940838392594,0
0.5,8.75,0.7977843902641769,0
0.5,8.75,1.371995572437653,1
0.5,8.75,0.7175302963030958,0
0.5,8.75,0.42143208300596535,0
0.5,8.75,1.0919131265260007,1
0.5,8.75,0.7854828704351191,1
0.5,8.75,0.2988748359249864,0
0.5,8.75,0.5354643540000051,0
0.5,10.625,0.5745994542312854,0
0.5,10.625,0.4325852265587541,0
0.5,10.625,0.25714577747331574,0
0.5,10.625,1.8388618673217036,1
0.5,10.625,0.9945263483190331,0
0.5,10.625,1.1585465696427444,1
0.5,10.625,0.22576548771071495,0
0.5,10.625,0.041207276719238496,0
0.5,10.625,0.27683866710896865,0
0.5,10.625,1.2897921777979582,0
0.5,10.625,0.7981816407479689,0
0.5,10.625,0.5494179029162984,0
0.5,10.625,0.8883242728658917,0
0.5,10.625,1.3190501819807119,1
0.5,10.625,0.6141826420441504,0
0.5,10.625,0.7097040925929656,0
0.5,10.625,1.4558810693267763,1
0.5,10.625,0.7222019421135726,1
0.5,10.625,0.09026425781944797,0
0.5,10.625,0.2565102118586149,0
0.5,10.625,0.3724965316335113,0
0.5,10.625,0.5642155299995728,0
0.5,10.625,0.6722511640539124,0
0.5,10.625,0.3320452924248368,0
0.5,10.625,0.743947017080759,0
0.5,10.625,0.7857839938487798,0
0.5,10.625,0.8936330946790804,1
0.5,10.625,0.432138398453554,0
0.5,10.625,0.5243093897584206,0
0.5,10.625,0.12751446425764318,0
0.5,12.5,0.9191304767166184,0
0.5,12.5,1.0858819353500615,0
0.5,12.5,0.41499013866772977,0
0.5,12.5,1.3178820023296618,0
0.5,12.5,0.9874224210737003,0
0.5,12.5,0.6765007480172224,0
0.5,12.5,0.08902038719915938,0
0.5,12.5,0.33488342575020125,0
0.5,12.5,0.3993811796148463,0
0.5,12.5,0.24071187109310185,0
0.5,12.5,0.713333039417383,0
0.5,12.5,0.8524684567915011,1
0.5,12.5,1.5076189696220998,1
0.5,12.5,0.7808101501865815,0
0.5,12.5,1.3108434139630891,1
0.5,12.5,1.1174335750093913,0
0.5,12.5,0.9740620382155617,0
0.5,12.5,0.47030089006358755,0
0.5,12.5,0.6688047453242291,0
0.5,12.5,0.9317962678192909,0
0.5,12.5,0.6684737551698839,0
0.5,12.5,1.454167285375809,1
0.5,12.5,0.9834042004727663,1
0.5,12.5,1.6945810994123054,1
0.5,12.5,1.0340429480567197,0
0.5,12.5,0.7647596229858958,0
0.5,12.5,1.052228735053637,1
0.5,12.5,0.5253678295647795,0
0.5,12.5,0.7751130280685634,0
0.5,12.5,0.8823961515063528,1
0.5,14.375,1.4227895255712415,1
0.5,14.375,1.0058811394020075,0
0.5,14.375,0.43871357653417953,0
0.5,14.375,1.613471131969733,1
0.5,14.375,1.184299060477834,1
0.5,14.375,0.936481306327941,1
0.5,14.375,1.4463444551339566,1
0.5,14.375,1.3889793504145767,1
0.5,14.375,1.0623816313729935,1
0.5,14.375,1.5456522666703165,0
0.5,14.375,1.0265969495172007,1
0.5,14.375,1.17898841826324,0
0.5,14.375,1.340371446209203,1
0.5,14.375,1.6641507938628994,1
0.5,14.375,1.2400062687045172,1
0.5,14.375,1.4560573376028028,1
0.5,14.375,1.1076086392011217,0
0.5,14.375,0.890483987948405,1
0.5,14.375,1.5156253833875266,0
0.5,14.375,0.8972093844376825,0
0.5,14.375,0.577816091139364,0
0.5,14.375,0.9719227359752702,1
0.5,14.375,0.552063448985225,0
0.5,14.375,0.450403114104999,0
0.5,14.375,0.442738940611089,0
0.5,14.375,1.1072379102548715,1
0.5,14.375,1.3696618402159138,0
0.5,14.375,0.8879302771215896,1
0.5,14.375,0.9455006534883181,1
0.5,14.375,0.8655657298791083,1
0.5,16.25,0.5431114587732302,0
0.5,16.25,0.5246462197206776,0
0.5,16.25,0.355177337895646,0
0.5,16.25,0.47600191652036905,0
0.5,16.25,0.1759526578191796,0
0.5,16.25,0.33930040991505195,0
0.5,16.25,0.6173607363399797,0
0.5,16.25,1.13777103269607,1
0.5,16.25,0.5613488087052448,0
0.5,16.25,1.1475677316025863,1
0.5,16.25,1.217274821016409,1
0.5,16.25,0.24490620731984392,0
0.5,16.25,0.32994954912056174,0
0.5,16.25,1.2355338304997279,1
0.5,16.25,0.9351853265881965,1
0.5,16.25,1.2743851618301907,1
0.5,16.25,1.1336733179708796,0
0.5,16.25,0.259103001908914,0
0.5,16.25,0.5176081127818016,0
0.5,16.25,0.2284556715350067,0
0.5,16.25,0.5127335653107903,0
0.5,16.25,0.9029498470688566,0
0.5,16.25,1.1289564456461876,0
0.5,16.25,0.2684566051039403,0
0.5,16.25,1.269577322565618,0
0.5,16.25,0.9564643154118002,0
0.5,16.25,0.32595275105444127,0
0.5,16.25,0.22750497806301512,0
0.5,16.25,0.25844217799521096,0
0.5,16.25,0.49367556430512666,0
0.5,18.125,1.4502583483846732,1
0.5,18.125,1.0419861959490309,0
0.5,18.125,0.4053326254832398,0
0.5,18.125,0.828445422357769,0
0.5,18.125,1.0983036297284872,0
0.5,18.125,0.3914906624310404,0
0.5,18.125,0.513631712631705,0
0.5,18.125,0.2975421993288338,0
0.5,18.125,0.7816340717089013,1
0.5,18.125,0.9220512754736646,1
0.5,18.125,0.8761293238674104,1
0.5,18.125,0.7299773865752474,0
0.5,18.125,0.2328602229714544,0
0.5,18.125,1.3623448966357359,1
0.5,18.125,1.0635614080259266,1
0.5,18.125,0.5332423308967082,0
0.5,18.125,0.8190995118035082,1
0.5,18.125,0.44283032511306886,0
0.5,18.125,0.7761609797894731,0
0.5,18.125,1.4533602798355703,1
0.5,18.125,1.163009554183908,1
0.5,18.125,1.4630274463720914,1
0.5,18.125,1.4187984512554037,1
0.5,18.125,1.1407789665764203,1
0.5,18.125,0.9546291956809688,0
0.5,18.125,0.39237876662389587,0
0.5,18.125,0.5700672061002585,0
0.5,18.125,0.889575832766973,1
0.5,18.125,0.5526755613841776,0
0.5,18.125,0.6268756492227422,0
0.5,20.0,0.6017026709775444,0
0.5,20.0,0.7179053817791183,0
0.5,20.0,1.029701663203046,1
0.5,20.0,0.615457260119021,0
0.5,20.0,0.3919576250516075,0
0.5,20.0,0.8651953085362829,1
0.5,20.0,1.094058349615783,0
0.5,20.0,0.9519273697625041,0
0.5,20.0,0.5047866891927592,0
0.5,20.0,2.254006110464939,1
0.5,20.0,1.0732931976826394,0
0.5,20.0,1.399181780834449,1
0.5,20.0,0.07417379619859145,0
0.5,20.0,0.36139907771727703,0
0.5,20.0,0.3671349158409168,0
0.5,20.0,0.7184987821136721,0
0.5,20.0,0.5224438288362382,0
0.5,20.0,0.5192096207971254,0
0.5,20.0,0.8742120257149667,0
0.5,20.0,0.8083467992850448,0
0.5,20.0,1.1338190242512947,1
0.5,20.0,1.2137616661549437,1
0.5,20.0,1.1262739571571074,0
0.5,20.0,0.7219373935730797,1
0.5,20.0,0.8623890110681441,0
0.5,20.0,0.26704682556757675,0
0.5,20.0,0.6786017561584212,0
0.5,20.0,1.167835374341139,1
0.5,20.0,1.310180062842788,1
0.5,20.0,0.27392304227801006,0
0.75,5.0,0.6355654246263889,0
0.75,5.0,0.5121367837897338,0
0.75,5.0,0.16258273652300595,0
0.75,5.0,0.7581933064955784,0
0.75,5.0,1.0307573231115668,0
0.75,5.0,0.3924403788792114,0
0.75,5.0,0.6491933524390243,0
0.75,5.0,0.3672828571921615,0
0.75,5.0,0.4209997974375173,0
0.75,5.0,0.725972077171585,0
0.75,5.0,0.5825714462835115,0
0.75,5.0,0.5463105388668974,0
0.75,5.0,0.5314353423624419,0
0.75,5.0,0.04104434464590284,0
0.75,5.0,0.4414445241042495,0
0.75,5.0,0.7149216331925236,0
0.75,5.0,0.3399607088532351,0
0.75,5.0,0.4089476775094066,0
0.75,5.0,0.965724580732084,0
0.75,5.0,0.5309454230954045,0
0.75,5.0,0.4961462740444086,0
0.75,5.0,0.8736382933975346,0
0.75,5.0,1.0279583120438882,0
0.75,5.0,0.5332976420236497,0
0.75,5.0,0.6400678048678995,0
0.75,5.0,0.5964224001374175,0
0.75,5.0,0.5220303938597227,0
0.75,5.0,1.1686070551311984,1
0.75,5.0,0.9155593329449833,0
0.75,5.0,0.32911123218242155,0
0.75,6.875,0.5015181056597913,0
0.75,6.875,0.765306663851369,0
0.75,6.875,0.5369193331495536,0
0.75,6.875,0.7671672080101191,0
0.75,6.875,0.5015197797122027,0
0.75,6.875,0.6738701007268131,0
0.75,6.875,0.34708030056910644,0
0.75,6.875,1.0130649617022593,0
0.75,6.875,0.5254374469681046,0
0.75,6.875,0.6070220357677646,0
0.75,6.875,0.680351661440332,0
0.75,6.875,0.15300321414451248,0
0.75,6.875,0.8948597374869561,0
0.75,6.875,0.9998913020313203,0
0.75,6.875,0.5297782631126552,0
0.75,6.875,0.8448500951921418,0
0.75,6.875,1.0764312595087524,0
0.75,6.875,0.2806220724947977,0
0.75,6.875,1.2860126046438294,0
0.75,6.875,0.9686666808574642,0
0.75,6.875,0.7749133372550482,1
0.75,6.875,0.4334513431651786,0
0.75,6.875,0.5424071938759322,0
0.75,6.875,0.13198738252353195,0
0.75,6.875,0.5408906121313535,0
0.75,6.875,0.5242547153848668,0
0.75,6.875,0.6432291196497754,0
0.75,6.875,1.331673675212151,0
0.75,6.875,0.9448295965761728,0
0.75,6.875,0.4727785297837795,0
0.75,8.75,0.5330769761888676,0
0.75,8.75,1.1824245069351291,0
0.75,8.75,0.8783773244407451,0
0.75,8.75,0.1318943524119819,0
0.75,8.75,0.913295658137022,1
0.75,8.75,0.8121947699433811,0
0.75,8.75,0.6651994914141803,0
0.75,8.75,0.25297574360859754,0
0.75,8.75,0.6447385596111493,0
0.75,8.75,1.0228738364771792,0
0.75,8.75,0.41102059870389235,0
0.75,8.75,0.6903752698482438,0
0.75,8.75,1.1152364475244967,1
0.75,8.75,0.6386198957514813,0
0.75,8.75,0.7386044705397402,0
0.75,8.75,0.33505262312728346,0
0.75,8.75,0.5858130314946051,0
0.75,8.75,0.38382943088657795,0
0.75,8.75,1.0682580172340612,0
0.75,8.75,1.0043858175487121,0
0.75,8.75,0.2556613028151131,0
0.75,8.75,1.0123380021180612,0
0.75,8.75,1.1430789105006323,0
0.75,8.75,0.5005329672767442,0
0.75,8.75,0.7721654137719234,0
0.75,8.75,1.6501243411330722,0
0.75,8.75,0.6859990295651573,0
0.75,8.75,1.149510118881923,0
0.75,8.75,0.8472752771361649,0
0.75,8.75,0.581452631373952,0
0.75,10.625,1.207443634394708,0
0.75,10.625,0.5295493691037053,0
0.75,10.625,0.6883444782758278,0
0.75,10.625,0.9606759158852127,0
0.75,10.625,0.49096639811627274,0
0.75,10.625,0.4890636609064939,0
0.75,10.625,1.1599655057426166,1
0.75,10.625,0.3157380035991741,0
0.75,10.625,0.9172114147965205,1
0.75,10.625,0.6802665382785077,0
0.75,10.625,0.8775476749638491,0
0.75,10.625,0.6092003177639929,0
0.75,10.625,1.3341744754146136,1
0.75,10.625,1.5004527889039194,1
0.75,10.625,0.8794596605716205,1
0.75,10.625,0.9066945367917946,0
0.75,10.625,1.1199616834514132,0
0.75,10.625,0.6227574573162765,0
0.75,10.625,1.084422010523175,0
0.75,10.625,0.8963187773855325,0
0.75,10.625,0.1469654510094853,0
0.75,10.625,0.37684054909989756,0
0.75,10.625,0.39234497851535255,0
0.75,10.625,0.6692512667041213,0
0.75,10.625,1.0434396880786427,0
0.75,10.625,0.8748474472623952,0
0.75,10.625,0.29514222321071953,0
0.75,10.625,1.347303082420271,1
0.75,10.625,1.2179721293302876,1
0.75,10.625,0.36499657789694145,0
0.75,12.5,1.084796114220997,0
0.75,12.5,1.0798085693921236,0
0.75,12.5,0.5019907275184969,0
0.75,12.5,1.0712412047912925,0
0.75,12.5,0.6990631431852804,0
0.75,12.5,0.6527203562314607,0
0.75,12.5,0.36617791384551435,0
0.75,12.5,0.7298270876049836,0
0.75,12.5,0.5736468740953494,0
0.75,12.5,0.9092110468200835,0
0.75,12.5,0.9832767486982622,0
0.75,12.5,0.22046903517285835,0
