tau,delta,effect_size,reject
0.0,6.875,1.8507190092553107,1
0.0,6.875,1.737796456998728,1
0.0,6.875,1.8429225228145338,1
0.0,6.875,1.839472323799046,1
0.0,6.875,1.8456320706753746,1
0.0,8.75,1.8513379202970286,1
0.0,8.75,1.896306722662747,1
0.0,8.75,1.762869614240422,1
0.0,8.75,1.7418815570584834,1
0.0,8.75,1.8390057419187398,1
0.0,8.75,1.8472106615000685,1
0.0,8.75,1.9740593135906481,1
0.0,8.75,1.9793801229450183,1
0.0,8.75,1.960246348390096,1
0.0,8.75,1.8773872718899893,1
0.0,8.75,1.8010485146280484,1
0.0,8.75,1.715732566606409,1
0.0,8.75,1.9863988106487378,1
0.0,8.75,1.8710629129924494,1
0.0,8.75,1.7981204793722432,1
0.0,8.75,1.9274531143051061,1
0.0,8.75,1.9207733126989228,1
0.0,8.75,1.8819829949951994,1
0.0,8.75,1.7841466785627544,1
0.0,8.75,1.7980653733433003,1
0.0,8.75,1.7289584780886318,1
0.0,8.75,2.0751053301334585,1
0.0,8.75,1.9571093157320751,1
0.0,8.75,1.7843609629857224,1
0.0,8.75,1.9898209568600915,1
0.0,8.75,1.9479840699028825,1
0.0,8.75,2.0162006133994366,1
0.0,8.75,1.7437737303589005,1
0.0,8.75,1.8416760374957877,1
0.0,8.75,1.7994421417106345,1
0.0,10.625,1.8463574004117835,1
0.0,10.625,1.8788850895712512,1
0.0,10.625,1.9354817169111815,1
0.0,10.625,1.9343520434354908,1
0.0,10.625,1.8545548306226096,1
0.0,10.625,1.8565555818232753,1
0.0,10.625,2.0186899630711426,1
0.0,10.625,1.9026988804393663,1
0.0,10.625,2.1063988885052933,1
0.0,10.625,1.8475033324969174,1
0.0,10.625,1.8547589957800867,1
0.0,10.625,1.8171267811276173,1
0.0,10.625,1.9693205218125787,1
0.0,10.625,1.879060273111437,1
0.0,10.625,1.989237513438493,1
0.0,10.625,1.7497909684684239,1
0.0,10.625,1.8481431753912223,1
0.0,10.625,1.8405368104954372,1
0.0,10.625,2.0243217594211536,1
0.0,10.625,1.9863090814336912,1
0.0,10.625,2.006005471736444,1
0.0,10.625,1.9283785716910644,1
0.0,10.625,1.9128192324568045,1
0.0,10.625,1.9288899947796696,1
0.0,10.625,1.909882750534486,1
0.0,10.625,1.8778762979303965,1
0.0,10.625,1.9148293888688168,1
0.0,10.625,1.8023316407375805,1
0.0,10.625,1.9807178925600688,1
0.0,10.625,2.0252761755214936,1
0.0,12.5,1.8578104182524322,1
0.0,12.5,1.876343179619866,1
0.0,12.5,1.8966093958417811,1
0.0,12.5,1.9147158565469606,1
0.0,12.5,1.9714783567262375,1
0.0,12.5,2.0436568670017308,1
0.0,12.5,1.934793376341312,1
0.0,12.5,1.8549021568623376,1
0.0,12.5,1.8650793504622984,1
0.0,12.5,1.8347674112817263,1
0.0,12.5,1.766088430462578,1
0.0,12.5,1.876665794926587,1
0.0,12.5,1.944525518903828,1
0.0,12.5,2.017984368717062,1
0.0,12.5,1.9534652072247363,1
0.0,12.5,2.032706521052021,1
0.0,12.5,2.005488368580439,1
0.0,12.5,1.9412251382780916,1
0.0,12.5,1.988662060552098,1
