,delta,Tau,Method,WCSS/TSS
1912,4,0.0,Naive,0.7674716576735136
1913,4,0.1,Randomized,0.7674716576735136
1914,4,0.0,Naive,0.286482102203983
1915,4,0.1,Randomized,0.8329875722683506
1916,4,0.0,Naive,0.8586137791975653
1917,4,0.1,Randomized,0.307899185767567
1918,4,0.0,Naive,0.9291994405513931
1919,4,0.1,Randomized,0.9279066124437028
1920,4,0.0,Naive,0.8232911618518314
1921,4,0.1,Randomized,0.8232911618518314
1922,4,0.0,Naive,0.7964240375453798
1923,4,0.1,Randomized,0.6714922954178962
1924,4,0.0,Naive,0.8959194806169494
1925,4,0.1,Randomized,0.40433222178554
1926,4,0.0,Naive,0.8285946496478631
1927,4,0.1,Randomized,0.8285946496478631
1928,4,0.0,Naive,0.8231642639516359
1929,4,0.1,Randomized,0.8231642639516359
1930,4,0.0,Naive,0.8759252940760545
1931,4,0.1,Randomized,0.8759252940760545
1932,4,0.0,Naive,0.9133180702443069
1933,4,0.1,Randomized,0.8536428471632593
1934,4,0.0,Naive,0.781400627836278
1935,4,0.1,Randomized,0.4703785280784272
1936,4,0.0,Naive,0.2721315332678613
1937,4,0.1,Randomized,0.2721315332678613
1938,4,0.0,Naive,0.5458630382176047
1939,4,0.1,Randomized,0.5458630382176047
1940,4,0.0,Naive,0.8563519729306553
1941,4,0.1,Randomized,0.8563519729306553
1942,4,0.0,Naive,0.2947357791904975
1943,4,0.1,Randomized,0.2947357791904975
1944,4,0.0,Naive,0.28774742020344946
1945,4,0.1,Randomized,0.28774742020344946
1946,4,0.0,Naive,0.8189491804248216
1947,4,0.1,Randomized,0.8189491804248216
1948,4,0.0,Naive,0.2731889345413154
1949,4,0.1,Randomized,0.2731889345413154
1950,4,0.0,Naive,0.9838770683930249
1951,4,0.1,Randomized,0.253439898944014
1952,4,0.0,Naive,0.8795075884392838
1953,4,0.1,Randomized,0.8795075884392838
1954,4,0.0,Naive,0.24076550152646892
1955,4,0.1,Randomized,0.24076550152646892
1956,4,0.0,Naive,0.26321925831673265
1957,4,0.1,Randomized,0.26321925831673265
1958,4,0.0,Naive,0.2185032893239392
1959,4,0.1,Randomized,0.2185032893239392
1960,4,0.0,Naive,0.8618283911530353
1961,4,0.1,Randomized,0.6492210270465988
1962,4,0.0,Naive,0.897149375141686
1963,4,0.1,Randomized,0.897149375141686
1964,4,0.0,Naive,0.9009512729772846
1965,4,0.1,Randomized,0.9009512729772846
1966,4,0.0,Naive,0.27994382990194533
1967,4,0.1,Randomized,0.9189928081142535
1968,4,0.0,Naive,0.6284786360185797
1969,4,0.1,Randomized,0.6284786360185797
1970,4,0.0,Naive,0.9394777678765325
1971,4,0.1,Randomized,0.7385765145721981
1972,4,0.0,Naive,0.8021456879582431
1973,4,0.1,Randomized,0.8021456879582431
1974,4,0.0,Naive,0.9185283409583486
1975,4,0.1,Randomized,0.9185283409583486
1976,4,0.0,Naive,0.7842813136531296
1977,4,0.1,Randomized,0.7842813136531296
1978,4,0.0,Naive,0.16276325261572477
1979,4,0.1,Randomized,0.16276325261572477
1980,4,0.0,Naive,0.8716529708515146
1981,4,0.1,Randomized,0.9485056710951257
1982,4,0.0,Naive,0.8290191351985272
1983,4,0.1,Randomized,0.7693590057097904
1984,4,0.0,Naive,0.1818977295854845
1985,4,0.1,Randomized,0.1818977295854845
1986,4,0.0,Naive,0.24077271471908523
1987,4,0.1,Randomized,0.24077271471908523
1988,4,0.0,Naive,0.8518312040146842
1989,4,0.1,Randomized,0.8518312040146842
1990,4,0.0,Naive,0.8757084081196929
1991,4,0.1,Randomized,0.8757084081196929
1992,4,0.0,Naive,0.8337337411150219
1993,4,0.1,Randomized,0.8337337411150219
1994,4,0.0,Naive,0.8518780335761807
1995,4,0.1,Randomized,0.8518780335761807
1996,4,0.0,Naive,0.8494839559684836
1997,4,0.1,Randomized,0.8494839559684836
1998,4,0.0,Naive,0.9435332615447258
1999,4,0.1,Randomized,0.9435332615447258
2000,6,0.0,Naive,0.14787655679995967
2001,6,0.1,Randomized,0.14787655679995967
2002,6,0.0,Naive,0.16321097758157485
2003,6,0.1,Randomized,0.16321097758157485
2004,6,0.0,Naive,0.16188373883513701
2005,6,0.1,Randomized,0.16188373883513701
2006,6,0.0,Naive,0.11762599770058033
2007,6,0.1,Randomized,0.11762599770058033
2008,6,0.0,Naive,0.15582196312308927
2009,6,0.1,Randomized,0.15582196312308927
2010,6,0.0,Naive,0.17379870027132668
2011,6,0.1,Randomized,0.17379870027132668
2012,6,0.0,Naive,0.17138834445536785
2013,6,0.1,Randomized,0.17138834445536785
2014,6,0.0,Naive,0.16270293344997255
2015,6,0.1,Randomized,0.16270293344997255
2016,6,0.0,Naive,0.20322423046653662
2017,6,0.1,Randomized,0.2296890875122589
2018,6,0.0,Naive,0.17774297139118106
2019,6,0.1,Randomized,0.17774297139118106
2020,6,0.0,Naive,0.15905887557679188
2021,6,0.1,Randomized,0.15905887557679188
2022,6,0.0,Naive,0.13911655914726204
2023,6,0.1,Randomized,0.13911655914726204
2024,6,0.0,Naive,0.17539335391186464
2025,6,0.1,Randomized,0.17539335391186464
2026,6,0.0,Naive,0.15465345001673528
2027,6,0.1,Randomized,0.15465345001673528
2028,6,0.0,Naive,0.20540079472584094
2029,6,0.1,Randomized,0.20540079472584094
2030,6,0.0,Naive,0.1791110282928581
2031,6,0.1,Randomized,0.1791110282928581
2032,6,0.0,Naive,0.1685759878807447
2033,6,0.1,Randomized,0.1685759878807447
2034,6,0.0,Naive,0.15106070323576729
2035,6,0.1,Randomized,0.15106070323576729
2036,6,0.0,Naive,0.16986744879215512
2037,6,0.1,Randomized,0.16986744879215512
2038,6,0.0,Naive,0.22860128875237462
2039,6,0.1,Randomized,0.22860128875237462
2040,6,0.0,Naive,0.1366752599873546
2041,6,0.1,Randomized,0.1366752599873546
2042,6,0.0,Naive,0.8507772143401028
2043,6,0.1,Randomized,0.8507772143401028
2044,6,0.0,Naive,0.9151538187914738
2045,6,0.1,Randomized,0.9151538187914738
2046,6,0.0,Naive,0.15304809038503106
2047,6,0.1,Randomized,0.15304809038503106
2048,6,0.0,Naive,0.09729703000282673
2049,6,0.1,Randomized,0.09729703000282673
2050,6,0.0,Naive,0.15101845996625765
2051,6,0.1,Randomized,0.15101845996625765
2052,6,0.0,Naive,0.11383991023161355
2053,6,0.1,Randomized,0.11383991023161355
2054,6,0.0,Naive,0.19214819083133802
2055,6,0.1,Randomized,0.19214819083133802
2056,6,0.0,Naive,0.16116677244506186
2057,6,0.1,Randomized,0.16116677244506186
2058,6,0.0,Naive,0.17771085352760033
2059,6,0.1,Randomized,0.17771085352760033
2060,6,0.0,Naive,0.16267047448232433
2061,6,0.1,Randomized,0.16267047448232433
2062,6,0.0,Naive,0.14431887347023
2063,6,0.1,Randomized,0.14431887347023
2064,6,0.0,Naive,0.8865845640116763
2065,6,0.1,Randomized,0.5454548100533556
2066,6,0.0,Naive,0.09000925016960538
2067,6,0.1,Randomized,0.09000925016960538
2068,6,0.0,Naive,0.24132532754443928
2069,6,0.1,Randomized,0.24132532754443928
2070,6,0.0,Naive,0.18503477189455617
2071,6,0.1,Randomized,0.8912533497590263
2072,6,0.0,Naive,0.14039299380556103
2073,6,0.1,Randomized,0.14039299380556103
2074,6,0.0,Naive,0.20843520915181998
2075,6,0.1,Randomized,0.20843520915181998
2076,6,0.0,Naive,0.16921920163135978
2077,6,0.1,Randomized,0.16921920163135978
2078,6,0.0,Naive,0.20010415902518525
2079,6,0.1,Randomized,0.20010415902518525
2080,6,0.0,Naive,0.17301294205648446
2081,6,0.1,Randomized,0.17301294205648446
2082,6,0.0,Naive,0.126983244319544
2083,6,0.1,Randomized,0.126983244319544
2084,6,0.0,Naive,0.24154091287306226
2085,6,0.1,Randomized,0.24154091287306226
2086,6,0.0,Naive,0.11100073969189997
2087,6,0.1,Randomized,0.11100073969189997
2088,6,0.0,Naive,0.15967835580140893
2089,6,0.1,Randomized,0.15967835580140893
2090,6,0.0,Naive,0.15004753347679686
2091,6,0.1,Randomized,0.15004753347679686
2092,6,0.0,Naive,0.16769209699193716
2093,6,0.1,Randomized,0.9502459677020243
2094,6,0.0,Naive,0.1703554369814022
2095,6,0.1,Randomized,0.1703554369814022
2096,6,0.0,Naive,0.1676958799987308
2097,6,0.1,Randomized,0.1676958799987308
2098,6,0.0,Naive,0.20120501315084843
2099,6,0.1,Randomized,0.20120501315084843
2100,6,0.0,Naive,0.16010160033379223
2101,6,0.1,Randomized,0.16010160033379223
2102,6,0.0,Naive,0.17403632139229133
2103,6,0.1,Randomized,0.17403632139229133
2104,6,0.0,Naive,0.0957869661452689
2105,6,0.1,Randomized,0.0957869661452689
2106,6,0.0,Naive,0.1557867425167053
2107,6,0.1,Randomized,0.1557867425167053
2108,6,0.0,Naive,0.1496993971274638
2109,6,0.1,Randomized,0.1496993971274638
2110,6,0.0,Naive,0.15459922533205903
2111,6,0.1,Randomized,0.15459922533205903
2112,6,0.0,Naive,0.21144830692864028
2113,6,0.1,Randomized,0.689692401781106
2114,6,0.0,Naive,0.17513300060829792
2115,6,0.1,Randomized,0.17513300060829792
2116,6,0.0,Naive,0.1497095452032798
2117,6,0.1,Randomized,0.1497095452032798
2118,6,0.0,Naive,0.14690986178642287
2119,6,0.1,Randomized,0.14690986178642287
2120,6,0.0,Naive,0.200742302559661
2121,6,0.1,Randomized,0.200742302559661
2122,6,0.0,Naive,0.1562846731097779
2123,6,0.1,Randomized,0.1562846731097779
2124,6,0.0,Naive,0.15251903444728862
2125,6,0.1,Randomized,0.15251903444728862
2126,6,0.0,Naive,0.1679722807136188
2127,6,0.1,Randomized,0.1679722807136188
2128,6,0.0,Naive,0.15097042290718218
2129,6,0.1,Randomized,0.15097042290718218
2130,6,0.0,Naive,0.12636977619670403
2131,6,0.1,Randomized,0.12636977619670403
2132,6,0.0,Naive,0.18393512917649002
2133,6,0.1,Randomized,0.18393512917649002
2134,6,0.0,Naive,0.13554468624464208
2135,6,0.1,Randomized,0.13554468624464208
2136,6,0.0,Naive,0.15673412837832337
2137,6,0.1,Randomized,0.15673412837832337
2138,6,0.0,Naive,0.15794989372984164
2139,6,0.1,Randomized,0.15794989372984164
2140,6,0.0,Naive,0.1648930053178366
2141,6,0.1,Randomized,0.1648930053178366
2142,6,0.0,Naive,0.22310553205896755
2143,6,0.1,Randomized,0.22310553205896755
2144,6,0.0,Naive,0.08062870993867455
2145,6,0.1,Randomized,0.08062870993867455
2146,6,0.0,Naive,0.11930541091515356
2147,6,0.1,Randomized,0.11930541091515356
2148,6,0.0,Naive,0.12204123449207309
2149,6,0.1,Randomized,0.12204123449207309
2150,6,0.0,Naive,0.18059897542397205
2151,6,0.1,Randomized,0.18059897542397205
2152,6,0.0,Naive,0.12260851527230933
2153,6,0.1,Randomized,0.12260851527230933
2154,6,0.0,Naive,0.16822049125211797
2155,6,0.1,Randomized,0.16822049125211797
2156,6,0.0,Naive,0.22430588211735603
2157,6,0.1,Randomized,0.22430588211735603
2158,6,0.0,Naive,0.10368505896622478
2159,6,0.1,Randomized,0.10368505896622478
2160,6,0.0,Naive,0.7770915840225371
2161,6,0.1,Randomized,0.7770915840225371
2162,6,0.0,Naive,0.2415232793778173
2163,6,0.1,Randomized,0.2565234387979821
2164,6,0.0,Naive,0.21764647536993842
2165,6,0.1,Randomized,0.21764647536993842
2166,6,0.0,Naive,0.8755364737193357
2167,6,0.1,Randomized,0.8361153374900656
2168,6,0.0,Naive,0.136197824038835
2169,6,0.1,Randomized,0.136197824038835
2170,6,0.0,Naive,0.1443831614502593
2171,6,0.1,Randomized,0.1443831614502593
2172,6,0.0,Naive,0.12026566588556635
2173,6,0.1,Randomized,0.12026566588556635
2174,6,0.0,Naive,0.11322266869494349
2175,6,0.1,Randomized,0.11322266869494349
2176,6,0.0,Naive,0.16586853709198798
2177,6,0.1,Randomized,0.16586853709198798
2178,6,0.0,Naive,0.07834394947289354
2179,6,0.1,Randomized,0.07834394947289354
2180,6,0.0,Naive,0.12262817373551367
2181,6,0.1,Randomized,0.12262817373551367
2182,6,0.0,Naive,0.2491176017889074
2183,6,0.1,Randomized,0.2491176017889074
2184,6,0.0,Naive,0.9018213288772954
2185,6,0.1,Randomized,0.9018213288772954
2186,6,0.0,Naive,0.1669637285447319
2187,6,0.1,Randomized,0.1669637285447319
2188,6,0.0,Naive,0.13435105200259634
2189,6,0.1,Randomized,0.13435105200259634
2190,6,0.0,Naive,0.1456889797612833
2191,6,0.1,Randomized,0.1456889797612833
2192,6,0.0,Naive,0.17332581570807737
2193,6,0.1,Randomized,0.17332581570807737
2194,6,0.0,Naive,0.1481655282486698
2195,6,0.1,Randomized,0.1481655282486698
2196,6,0.0,Naive,0.20321803830926832
2197,6,0.1,Randomized,0.20321803830926832
2198,6,0.0,Naive,0.23718723816134393
2199,6,0.1,Randomized,0.23718723816134393
2200,6,0.0,Naive,0.8536511355509566
2201,6,0.1,Randomized,0.8536511355509566
2202,6,0.0,Naive,0.1698848075647599
2203,6,0.1,Randomized,0.1698848075647599
2204,6,0.0,Naive,0.12954318773549067
2205,6,0.1,Randomized,0.12954318773549067
2206,6,0.0,Naive,0.13530482191630683
2207,6,0.1,Randomized,0.13530482191630683
2208,6,0.0,Naive,0.15596077174993095
2209,6,0.1,Randomized,0.15596077174993095
2210,6,0.0,Naive,0.19909808302360577
2211,6,0.1,Randomized,0.19909808302360577
2212,6,0.0,Naive,0.16810194823695504
2213,6,0.1,Randomized,0.16810194823695504
2214,6,0.0,Naive,0.17992832350894417
2215,6,0.1,Randomized,0.17992832350894417
2216,6,0.0,Naive,0.10507340844337665
2217,6,0.1,Randomized,0.10507340844337665
2218,6,0.0,Naive,0.13520464746846625
2219,6,0.1,Randomized,0.13520464746846625
2220,6,0.0,Naive,0.897734914140988
2221,6,0.1,Randomized,0.897734914140988
2222,6,0.0,Naive,0.21381965457057198
2223,6,0.1,Randomized,0.8315209496972745
2224,6,0.0,Naive,0.15188771764948797
2225,6,0.1,Randomized,0.15188771764948797
2226,6,0.0,Naive,0.1669259257263522
2227,6,0.1,Randomized,0.1669259257263522
2228,6,0.0,Naive,0.1765003942327758
2229,6,0.1,Randomized,0.1765003942327758
2230,6,0.0,Naive,0.17408503629301392
2231,6,0.1,Randomized,0.17408503629301392
2232,6,0.0,Naive,0.12159501885692053
2233,6,0.1,Randomized,0.12159501885692053
2234,6,0.0,Naive,0.1879327739652081
2235,6,0.1,Randomized,0.1879327739652081
2236,6,0.0,Naive,0.15001891215877008
2237,6,0.1,Randomized,0.15001891215877008
2238,6,0.0,Naive,0.18292099887034263
2239,6,0.1,Randomized,0.18292099887034263
2240,6,0.0,Naive,0.13616291410331555
2241,6,0.1,Randomized,0.13616291410331555
2242,6,0.0,Naive,0.13914115569251004
2243,6,0.1,Randomized,0.13914115569251004
2244,6,0.0,Naive,0.13894291454570556
2245,6,0.1,Randomized,0.13894291454570556
2246,6,0.0,Naive,0.16208079866347064
2247,6,0.1,Randomized,0.16208079866347064
2248,6,0.0,Naive,0.1636715311383991
2249,6,0.1,Randomized,0.1636715311383991
2250,6,0.0,Naive,0.24428296873749933
2251,6,0.1,Randomized,0.24428296873749933
2252,6,0.0,Naive,0.15242622518356075
2253,6,0.1,Randomized,0.15242622518356075
2254,6,0.0,Naive,0.20055580963243108
2255,6,0.1,Randomized,0.20055580963243108
2256,6,0.0,Naive,0.11324162700273233
2257,6,0.1,Randomized,0.11324162700273233
2258,6,0.0,Naive,0.17385168695663608
2259,6,0.1,Randomized,0.15951198539369255
2260,6,0.0,Naive,0.11016461009405211
2261,6,0.1,Randomized,0.11016461009405211
2262,6,0.0,Naive,0.1443463160398184
2263,6,0.1,Randomized,0.1443463160398184
2264,6,0.0,Naive,0.1226917207640591
2265,6,0.1,Randomized,0.1226917207640591
2266,6,0.0,Naive,0.1963635076944058
2267,6,0.1,Randomized,0.926775051820181
2268,6,0.0,Naive,0.15840457070986422
2269,6,0.1,Randomized,0.24652329921189173
2270,6,0.0,Naive,0.14048157860569255
2271,6,0.1,Randomized,0.14048157860569255
2272,6,0.0,Naive,0.15102312899600734
2273,6,0.1,Randomized,0.15102312899600734
2274,6,0.0,Naive,0.21916097250311067
2275,6,0.1,Randomized,0.936843684194602
2276,6,0.0,Naive,0.1514611162583584
2277,6,0.1,Randomized,0.1514611162583584
2278,6,0.0,Naive,0.18956377286377143
2279,6,0.1,Randomized,0.18956377286377143
2280,6,0.0,Naive,0.25046055425827457
2281,6,0.1,Randomized,0.25046055425827457
2282,6,0.0,Naive,0.16792881560460884
2283,6,0.1,Randomized,0.16792881560460884
2284,6,0.0,Naive,0.22901130746451318
2285,6,0.1,Randomized,0.22901130746451318
2286,6,0.0,Naive,0.22898407112612146
2287,6,0.1,Randomized,0.22898407112612146
2288,6,0.0,Naive,0.213607068625432
2289,6,0.1,Randomized,0.213607068625432
2290,6,0.0,Naive,0.15554679550578293
2291,6,0.1,Randomized,0.15554679550578293
2292,6,0.0,Naive,0.1092350911528876
2293,6,0.1,Randomized,0.1092350911528876
2294,6,0.0,Naive,0.1612178447764928
2295,6,0.1,Randomized,0.1612178447764928
2296,6,0.0,Naive,0.2727197862352208
2297,6,0.1,Randomized,0.8331941906517267
2298,6,0.0,Naive,0.1981732078483937
2299,6,0.1,Randomized,0.1981732078483937
2300,6,0.0,Naive,0.23173460040301924
2301,6,0.1,Randomized,0.23173460040301924
2302,6,0.0,Naive,0.15960428200336993
2303,6,0.1,Randomized,0.15960428200336993
2304,6,0.0,Naive,0.09367078221783612
2305,6,0.1,Randomized,0.09367078221783612
2306,6,0.0,Naive,0.18148027219394502
2307,6,0.1,Randomized,0.18148027219394502
2308,6,0.0,Naive,0.24551143484753454
2309,6,0.1,Randomized,0.24551143484753454
2310,6,0.0,Naive,0.15401540123097446
2311,6,0.1,Randomized,0.15401540123097446
2312,6,0.0,Naive,0.15789968474133076
2313,6,0.1,Randomized,0.15789968474133076
2314,6,0.0,Naive,0.2178233596756347
2315,6,0.1,Randomized,0.9280891493417877
2316,6,0.0,Naive,0.1447975174652101
2317,6,0.1,Randomized,0.1447975174652101
2318,6,0.0,Naive,0.202855966413367
2319,6,0.1,Randomized,0.202855966413367
2320,6,0.0,Naive,0.1383468106055283
2321,6,0.1,Randomized,0.1383468106055283
2322,6,0.0,Naive,0.17945056534557735
2323,6,0.1,Randomized,0.33106401856652073
2324,6,0.0,Naive,0.11386071814669364
2325,6,0.1,Randomized,0.11386071814669364
2326,6,0.0,Naive,0.12110555094774403
2327,6,0.1,Randomized,0.12110555094774403
2328,6,0.0,Naive,0.14039550664091843
2329,6,0.1,Randomized,0.14039550664091843
2330,6,0.0,Naive,0.15308338405055724
2331,6,0.1,Randomized,0.15308338405055724
2332,6,0.0,Naive,0.1465110669445559
2333,6,0.1,Randomized,0.1465110669445559
2334,6,0.0,Naive,0.16234681940400572
2335,6,0.1,Randomized,0.16234681940400572
2336,6,0.0,Naive,0.18483597331927515
2337,6,0.1,Randomized,0.18483597331927515
2338,6,0.0,Naive,0.11069115340001723
2339,6,0.1,Randomized,0.11069115340001723
2340,6,0.0,Naive,0.1284088239999786
2341,6,0.1,Randomized,0.1284088239999786
2342,6,0.0,Naive,0.23172983099907096
2343,6,0.1,Randomized,0.2994755418992827
2344,6,0.0,Naive,0.1475249531030418
2345,6,0.1,Randomized,0.1475249531030418
2346,6,0.0,Naive,0.08868439751412668
2347,6,0.1,Randomized,0.08868439751412668
2348,6,0.0,Naive,0.15706783660396664
2349,6,0.1,Randomized,0.15706783660396664
2350,6,0.0,Naive,0.09347046279181973
2351,6,0.1,Randomized,0.09347046279181973
2352,6,0.0,Naive,0.16226279103364974
2353,6,0.1,Randomized,0.16226279103364974
2354,6,0.0,Naive,0.21858799809066154
2355,6,0.1,Randomized,0.21858799809066154
2356,6,0.0,Naive,0.19682409293993575
2357,6,0.1,Randomized,0.19682409293993575
2358,6,0.0,Naive,0.22733365348778875
2359,6,0.1,Randomized,0.22733365348778875
2360,6,0.0,Naive,0.1578075147133118
2361,6,0.1,Randomized,0.1578075147133118
2362,6,0.0,Naive,0.14876516768225959
2363,6,0.1,Randomized,0.14876516768225959
2364,6,0.0,Naive,0.16543420212237656
2365,6,0.1,Randomized,0.16543420212237656
2366,6,0.0,Naive,0.17116824805696793
2367,6,0.1,Randomized,0.17116824805696793
2368,6,0.0,Naive,0.1393553281778452
2369,6,0.1,Randomized,0.1393553281778452
2370,6,0.0,Naive,0.8475205652879618
2371,6,0.1,Randomized,0.20551766940428795
2372,6,0.0,Naive,0.15105569668185423
2373,6,0.1,Randomized,0.15105569668185423
2374,6,0.0,Naive,0.19565011056804532
2375,6,0.1,Randomized,0.19565011056804532
2376,6,0.0,Naive,0.15446014716465384
2377,6,0.1,Randomized,0.15446014716465384
2378,6,0.0,Naive,0.17674786265132175
2379,6,0.1,Randomized,0.17674786265132175
2380,6,0.0,Naive,0.1744020930140785
2381,6,0.1,Randomized,0.1744020930140785
2382,6,0.0,Naive,0.1207679881637292
2383,6,0.1,Randomized,0.1207679881637292
2384,6,0.0,Naive,0.19602933997165764
2385,6,0.1,Randomized,0.19602933997165764
2386,6,0.0,Naive,0.13911741538016195
2387,6,0.1,Randomized,0.13911741538016195
2388,6,0.0,Naive,0.1438746931734014
2389,6,0.1,Randomized,0.1438746931734014
2390,6,0.0,Naive,0.16573365259906767
2391,6,0.1,Randomized,0.16573365259906767
2392,6,0.0,Naive,0.1038703872554398
2393,6,0.1,Randomized,0.1038703872554398
2394,6,0.0,Naive,0.1599053389911272
2395,6,0.1,Randomized,0.1599053389911272
2396,6,0.0,Naive,0.1578052298126886
2397,6,0.1,Randomized,0.1578052298126886
2398,6,0.0,Naive,0.16012636333533314
2399,6,0.1,Randomized,0.16012636333533314
2400,6,0.0,Naive,0.1816519278812254
2401,6,0.1,Randomized,0.9081105806842913
2402,6,0.0,Naive,0.1612935031309908
2403,6,0.1,Randomized,0.1612935031309908
2404,6,0.0,Naive,0.15154464820550864
2405,6,0.1,Randomized,0.15154464820550864
2406,6,0.0,Naive,0.1271262576330963
2407,6,0.1,Randomized,0.8827723317889008
2408,6,0.0,Naive,0.1653662716681705
2409,6,0.1,Randomized,0.1653662716681705
2410,6,0.0,Naive,0.09015724225332855
2411,6,0.1,Randomized,0.09015724225332855
2412,6,0.0,Naive,0.16254356977489945
2413,6,0.1,Randomized,0.8654854457655887
2414,6,0.0,Naive,0.19771926688455344
2415,6,0.1,Randomized,0.19771926688455344
2416,6,0.0,Naive,0.16292359325882716
2417,6,0.1,Randomized,0.16292359325882716
2418,6,0.0,Naive,0.1559463418691709
2419,6,0.1,Randomized,0.1559463418691709
2420,6,0.0,Naive,0.15155336933274946
2421,6,0.1,Randomized,0.15155336933274946
2422,6,0.0,Naive,0.2127740645338163
2423,6,0.1,Randomized,0.2127740645338163
2424,6,0.0,Naive,0.12548706503977036
2425,6,0.1,Randomized,0.12548706503977036
2426,6,0.0,Naive,0.9074170464227012
2427,6,0.1,Randomized,0.9074170464227012
2428,6,0.0,Naive,0.24460807026990491
2429,6,0.1,Randomized,0.24460807026990491
2430,6,0.0,Naive,0.15704417476032134
2431,6,0.1,Randomized,0.15704417476032134
2432,6,0.0,Naive,0.11469344776576558
2433,6,0.1,Randomized,0.11469344776576558
2434,6,0.0,Naive,0.9320008668790762
2435,6,0.1,Randomized,0.9320008668790762
2436,6,0.0,Naive,0.19830599467767923
2437,6,0.1,Randomized,0.19830599467767923
2438,6,0.0,Naive,0.5323215536936163
2439,6,0.1,Randomized,0.25780669244000026
2440,6,0.0,Naive,0.14079438458043736
2441,6,0.1,Randomized,0.14079438458043736
2442,6,0.0,Naive,0.1386236196566241
2443,6,0.1,Randomized,0.1386236196566241
2444,6,0.0,Naive,0.17196122863430144
2445,6,0.1,Randomized,0.17196122863430144
2446,6,0.0,Naive,0.19048576881828694
2447,6,0.1,Randomized,0.19048576881828694
